epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
119,1231.79,2.23491,2.84876,2.23058,1.38708,0.17063,0.38462,0.21056,0.06441,0.32722,0.17949,0.20801,0.06493,2.90578,3.74399,2.46319,1.56431,0.0008318,0.0008318,0.0008318
120,1241.52,2.25812,2.79373,1.87337,1.57616,0.21365,0.46154,0.21936,0.06507,0.21862,0.48718,0.22935,0.0664,2.96455,3.8072,2.38688,1.54094,0.0008219,0.0008219,0.0008219
121,1251.37,2.3171,2.54092,1.8597,1.4668,0.21365,0.46154,0.21936,0.06507,0.21862,0.48718,0.22935,0.0664,2.96455,3.8072,2.38688,1.54094,0.000812,0.000812,0.000812
122,1260.76,2.05371,2.37649,1.78371,1.45046,0.21365,0.46154,0.21936,0.06507,0.21862,0.48718,0.22935,0.0664,2.96455,3.8072,2.38688,1.54094,0.0008021,0.0008021,0.0008021
123,1270.34,2.28924,2.52614,1.99477,1.48954,0.21977,0.30769,0.16733,0.04732,0.22296,0.28205,0.198,0.06373,3.13203,3.87641,2.58268,1.61372,0.0007922,0.0007922,0.0007922
124,1279.84,2.53206,2.93905,2.06141,1.43037,0.21977,0.30769,0.16733,0.04732,0.22296,0.28205,0.198,0.06373,3.13203,3.87641,2.58268,1.61372,0.0007823,0.0007823,0.0007823
125,1289.07,2.12855,2.09958,7.66315,1.41896,0.21977,0.30769,0.16733,0.04732,0.22296,0.28205,0.198,0.06373,3.13203,3.87641,2.58268,1.61372,0.0007724,0.0007724,0.0007724
126,1298.67,2.32881,2.35721,1.95979,1.42789,0.19527,0.25641,0.16278,0.04801,0.20537,0.25641,0.17807,0.0657,3.16543,3.87134,2.5571,1.62814,0.0007625,0.0007625,0.0007625
127,1308.17,2.29722,2.48667,1.97308,1.4025,0.19527,0.25641,0.16278,0.04801,0.20537,0.25641,0.17807,0.0657,3.16543,3.87134,2.5571,1.62814,0.0007526,0.0007526,0.0007526
128,1317.78,2.14408,2.18175,2.29515,1.30838,0.19527,0.25641,0.16278,0.04801,0.20537,0.25641,0.17807,0.0657,3.16543,3.87134,2.5571,1.62814,0.0007427,0.0007427,0.0007427
129,1327.49,2.30214,2.31838,2.00317,1.36804,0.19527,0.25641,0.16278,0.04801,0.20537,0.25641,0.17807,0.0657,3.16543,3.87134,2.5571,1.62814,0.0007328,0.0007328,0.0007328
130,1337.33,2.29622,3.1133,1.94351,1.4482,0.28893,0.25641,0.23295,0.06219,0.25414,0.28205,0.17645,0.06785,3.00394,3.67476,2.4767,1.55667,0.0007229,0.0007229,0.0007229
131,1346.82,2.24418,2.53693,1.89205,1.44259,0.28893,0.25641,0.23295,0.06219,0.25414,0.28205,0.17645,0.06785,3.00394,3.67476,2.4767,1.55667,0.000713,0.000713,0.000713
132,1356.06,2.21601,2.48312,2.03256,1.41923,0.28893,0.25641,0.23295,0.06219,0.25414,0.28205,0.17645,0.06785,3.00394,3.67476,2.4767,1.55667,0.0007031,0.0007031,0.0007031
133,1365.85,2.13116,2.62455,1.90426,1.47594,0.46028,0.17949,0.23111,0.07551,0.21822,0.25641,0.207,0.07798,2.828,3.44632,2.45016,1.45925,0.0006932,0.0006932,0.0006932
134,1375.45,2.14272,2.60105,1.97431,1.39335,0.46028,0.17949,0.23111,0.07551,0.21822,0.25641,0.207,0.07798,2.828,3.44632,2.45016,1.45925,0.0006833,0.0006833,0.0006833
135,1385.08,2.15832,2.39869,1.97373,1.40226,0.46028,0.17949,0.23111,0.07551,0.21822,0.25641,0.207,0.07798,2.828,3.44632,2.45016,1.45925,0.0006734,0.0006734,0.0006734
136,1394.88,2.30637,2.64229,2.11378,1.42558,0.47206,0.20513,0.24595,0.09688,0.47206,0.20513,0.24174,0.09154,2.7835,3.35138,2.49699,1.48315,0.0006635,0.0006635,0.0006635
137,1404.29,2.04803,2.38223,1.93249,1.45354,0.47206,0.20513,0.24595,0.09688,0.47206,0.20513,0.24174,0.09154,2.7835,3.35138,2.49699,1.48315,0.0006536,0.0006536,0.0006536
138,1413.88,2.04572,2.48926,2.02396,1.48336,0.47206,0.20513,0.24595,0.09688,0.47206,0.20513,0.24174,0.09154,2.7835,3.35138,2.49699,1.48315,0.0006437,0.0006437,0.0006437
139,1423.4,2.26596,2.37945,1.99887,1.38181,0.45911,0.19623,0.23669,0.07213,0.56389,0.20513,0.24847,0.08768,2.82823,3.35024,2.52894,1.44291,0.0006338,0.0006338,0.0006338
140,1432.68,2.26956,2.1408,1.99912,1.4193,0.45911,0.19623,0.23669,0.07213,0.56389,0.20513,0.24847,0.08768,2.82823,3.35024,2.52894,1.44291,0.0006239,0.0006239,0.0006239
141,1442.42,2.16837,2.4379,1.95506,1.40815,0.45911,0.19623,0.23669,0.07213,0.56389,0.20513,0.24847,0.08768,2.82823,3.35024,2.52894,1.44291,0.000614,0.000614,0.000614
142,1452.48,2.14808,2.39003,2.00996,1.45596,0.45198,0.23077,0.22677,0.07013,0.52231,0.2525,0.2494,0.08454,2.86933,3.43183,2.53246,1.45819,0.0006041,0.0006041,0.0006041
143,1462.73,2.12057,2.52851,2.01196,1.40775,0.45198,0.23077,0.22677,0.07013,0.52231,0.2525,0.2494,0.08454,2.86933,3.43183,2.53246,1.45819,0.0005942,0.0005942,0.0005942
144,1472.02,2.07939,2.5042,1.9347,1.4068,0.45198,0.23077,0.22677,0.07013,0.52231,0.2525,0.2494,0.08454,2.86933,3.43183,2.53246,1.45819,0.0005843,0.0005843,0.0005843
145,1481.53,2.35897,2.48501,2.42578,1.35523,0.45198,0.23077,0.22677,0.07013,0.52231,0.2525,0.2494,0.08454,2.86933,3.43183,2.53246,1.45819,0.0005744,0.0005744,0.0005744
146,1491.23,2.04667,2.44768,1.86966,1.38211,0.54281,0.23077,0.26055,0.06718,0.54281,0.23077,0.2578,0.07638,2.87313,3.55508,2.59345,1.39368,0.0005645,0.0005645,0.0005645
147,1500.77,2.18364,2.5066,1.95198,1.41041,0.54281,0.23077,0.26055,0.06718,0.54281,0.23077,0.2578,0.07638,2.87313,3.55508,2.59345,1.39368,0.0005546,0.0005546,0.0005546
148,1510.13,2.26908,2.26693,1.99857,1.43977,0.54281,0.23077,0.26055,0.06718,0.54281,0.23077,0.2578,0.07638,2.87313,3.55508,2.59345,1.39368,0.0005447,0.0005447,0.0005447
149,1519.84,2.0301,2.53014,1.85257,1.36517,0.59658,0.2277,0.25902,0.0648,0.46899,0.20513,0.22936,0.07762,2.91863,3.65183,2.55469,1.40595,0.0005348,0.0005348,0.0005348
150,1529.35,1.95892,2.19448,1.80255,1.42228,0.59658,0.2277,0.25902,0.0648,0.46899,0.20513,0.22936,0.07762,2.91863,3.65183,2.55469,1.40595,0.0005249,0.0005249,0.0005249
151,1538.83,2.13728,2.78332,1.96048,1.44916,0.59658,0.2277,0.25902,0.0648,0.46899,0.20513,0.22936,0.07762,2.91863,3.65183,2.55469,1.40595,0.000515,0.000515,0.000515
152,1548.58,1.99942,2.42657,1.87413,1.38248,0.48268,0.23077,0.25871,0.06698,0.34651,0.20513,0.23172,0.07416,2.95926,3.72533,2.56148,1.40891,0.0005051,0.0005051,0.0005051
153,1558.24,2.14156,2.71072,1.91602,1.46114,0.48268,0.23077,0.25871,0.06698,0.34651,0.20513,0.23172,0.07416,2.95926,3.72533,2.56148,1.40891,0.0004952,0.0004952,0.0004952
154,1567.99,1.98115,2.38779,1.78533,1.49098,0.48268,0.23077,0.25871,0.06698,0.34651,0.20513,0.23172,0.07416,2.95926,3.72533,2.56148,1.40891,0.0004853,0.0004853,0.0004853
155,1577.81,2.28266,2.48827,1.86936,1.36239,0.46632,0.20513,0.2169,0.06344,0.58901,0.2209,0.25082,0.08458,2.92676,3.65078,2.61979,1.38829,0.0004754,0.0004754,0.0004754
156,1587.27,2.20338,2.63565,1.82103,1.3332,0.46632,0.20513,0.2169,0.06344,0.58901,0.2209,0.25082,0.08458,2.92676,3.65078,2.61979,1.38829,0.0004655,0.0004655,0.0004655
157,1596.9,2.29652,2.55146,1.97212,1.48746,0.46632,0.20513,0.2169,0.06344,0.58901,0.2209,0.25082,0.08458,2.92676,3.65078,2.61979,1.38829,0.0004556,0.0004556,0.0004556
158,1606.27,2.14557,2.53382,1.92811,1.38141,0.58691,0.17949,0.2144,0.06361,0.41671,0.20513,0.23122,0.07733,2.89325,3.61188,2.64358,1.36087,0.0004457,0.0004457,0.0004457
159,1615.97,2.02901,2.47672,1.72723,1.37483,0.58691,0.17949,0.2144,0.06361,0.41671,0.20513,0.23122,0.07733,2.89325,3.61188,2.64358,1.36087,0.0004358,0.0004358,0.0004358
160,1625.74,2.02784,2.19264,1.74274,1.40911,0.58691,0.17949,0.2144,0.06361,0.41671,0.20513,0.23122,0.07733,2.89325,3.61188,2.64358,1.36087,0.0004259,0.0004259,0.0004259
161,1635.28,2.07848,2.60563,1.73937,1.44681,0.58691,0.17949,0.2144,0.06361,0.41671,0.20513,0.23122,0.07733,2.89325,3.61188,2.64358,1.36087,0.000416,0.000416,0.000416
162,1644.99,2.26626,2.64763,1.85862,1.44411,0.18756,0.23077,0.18971,0.05323,0.30448,0.17949,0.18964,0.06911,2.86741,3.51479,2.58483,1.34455,0.0004061,0.0004061,0.0004061
163,1654.69,2.04709,2.24035,1.8186,1.34392,0.18756,0.23077,0.18971,0.05323,0.30448,0.17949,0.18964,0.06911,2.86741,3.51479,2.58483,1.34455,0.0003962,0.0003962,0.0003962
164,1664.36,2.01833,2.27496,1.65686,1.38675,0.18756,0.23077,0.18971,0.05323,0.30448,0.17949,0.18964,0.06911,2.86741,3.51479,2.58483,1.34455,0.0003863,0.0003863,0.0003863
165,1674.17,2.06142,2.61988,1.8591,1.44923,0.22672,0.25641,0.18834,0.05543,0.33899,0.28205,0.2075,0.0701,2.87016,3.51032,2.65426,1.34314,0.0003764,0.0003764,0.0003764
166,1683.92,2.17748,2.48912,1.79647,1.37789,0.22672,0.25641,0.18834,0.05543,0.33899,0.28205,0.2075,0.0701,2.87016,3.51032,2.65426,1.34314,0.0003665,0.0003665,0.0003665
167,1693.37,2.17755,2.39046,1.85365,1.42462,0.22672,0.25641,0.18834,0.05543,0.33899,0.28205,0.2075,0.0701,2.87016,3.51032,2.65426,1.34314,0.0003566,0.0003566,0.0003566
168,1703.17,1.99954,2.23752,1.69955,1.43032,0.30627,0.20513,0.201,0.05955,0.34087,0.22559,0.2161,0.07213,2.85104,3.5442,2.65245,1.35373,0.0003467,0.0003467,0.0003467
169,1712.8,2.12677,2.4593,1.94007,1.39839,0.30627,0.20513,0.201,0.05955,0.34087,0.22559,0.2161,0.07213,2.85104,3.5442,2.65245,1.35373,0.0003368,0.0003368,0.0003368
170,1722.22,2.23602,2.49378,1.84268,1.42943,0.30627,0.20513,0.201,0.05955,0.34087,0.22559,0.2161,0.07213,2.85104,3.5442,2.65245,1.35373,0.0003269,0.0003269,0.0003269
171,1731.61,2.1002,2.60309,1.93883,1.41502,0.32661,0.24892,0.21056,0.05788,0.32661,0.24892,0.20633,0.06825,2.80614,3.55703,2.63874,1.35587,0.000317,0.000317,0.000317
172,1741.1,2.08098,2.35994,1.7479,1.38806,0.32661,0.24892,0.21056,0.05788,0.32661,0.24892,0.20633,0.06825,2.80614,3.55703,2.63874,1.35587,0.0003071,0.0003071,0.0003071
173,1751.03,2.11597,2.43644,1.77937,1.46301,0.32661,0.24892,0.21056,0.05788,0.32661,0.24892,0.20633,0.06825,2.80614,3.55703,2.63874,1.35587,0.0002972,0.0002972,0.0002972
174,1760.5,2.07369,2.37651,1.8287,1.36994,0.29453,0.25641,0.21355,0.06552,0.29453,0.25641,0.20882,0.07506,2.78445,3.57019,2.59115,1.38547,0.0002873,0.0002873,0.0002873
175,1770.68,1.9974,2.29735,1.69928,1.31967,0.29453,0.25641,0.21355,0.06552,0.29453,0.25641,0.20882,0.07506,2.78445,3.57019,2.59115,1.38547,0.0002774,0.0002774,0.0002774
176,1780.33,2.17198,2.28418,1.92399,1.28833,0.29453,0.25641,0.21355,0.06552,0.29453,0.25641,0.20882,0.07506,2.78445,3.57019,2.59115,1.38547,0.0002675,0.0002675,0.0002675
177,1790.01,2.03614,2.13607,1.82388,1.41494,0.29453,0.25641,0.21355,0.06552,0.29453,0.25641,0.20882,0.07506,2.78445,3.57019,2.59115,1.38547,0.0002576,0.0002576,0.0002576
178,1799.89,2.03691,2.62099,1.70954,1.3853,0.38661,0.25641,0.21871,0.06723,0.38661,0.25641,0.21423,0.07602,2.74362,3.59849,2.51744,1.38133,0.0002477,0.0002477,0.0002477
179,1809.42,1.98888,2.25726,1.68353,1.33934,0.38661,0.25641,0.21871,0.06723,0.38661,0.25641,0.21423,0.07602,2.74362,3.59849,2.51744,1.38133,0.0002378,0.0002378,0.0002378
180,1819.1,2.04139,2.45331,1.90025,1.36811,0.38661,0.25641,0.21871,0.06723,0.38661,0.25641,0.21423,0.07602,2.74362,3.59849,2.51744,1.38133,0.0002279,0.0002279,0.0002279
181,1828.56,1.94381,2.22965,1.76108,1.39069,0.28687,0.28893,0.22747,0.0719,0.27223,0.25641,0.2251,0.08349,2.74421,3.58477,2.4129,1.36545,0.000218,0.000218,0.000218
182,1838.02,2.17178,2.47193,1.73041,1.41642,0.28687,0.28893,0.22747,0.0719,0.27223,0.25641,0.2251,0.08349,2.74421,3.58477,2.4129,1.36545,0.0002081,0.0002081,0.0002081
183,1847.51,2.17205,2.37934,1.86924,1.37284,0.28687,0.28893,0.22747,0.0719,0.27223,0.25641,0.2251,0.08349,2.74421,3.58477,2.4129,1.36545,0.0001982,0.0001982,0.0001982
184,1857.11,2.01291,2.48005,1.78181,1.38376,0.30435,0.30769,0.2735,0.08575,0.27357,0.35897,0.2782,0.1023,2.76686,3.55167,2.35274,1.38078,0.0001883,0.0001883,0.0001883
185,1866.64,2.24239,2.38436,1.86189,1.36342,0.30435,0.30769,0.2735,0.08575,0.27357,0.35897,0.2782,0.1023,2.76686,3.55167,2.35274,1.38078,0.0001784,0.0001784,0.0001784
186,1875.97,2.29811,2.57221,2.03416,1.24313,0.30435,0.30769,0.2735,0.08575,0.27357,0.35897,0.2782,0.1023,2.76686,3.55167,2.35274,1.38078,0.0001685,0.0001685,0.0001685
187,1885.63,1.88566,2.25804,1.81102,1.40955,0.293,0.33333,0.28672,0.08512,0.25308,0.33333,0.26981,0.10106,2.79683,3.57721,2.33164,1.39344,0.0001586,0.0001586,0.0001586
188,1895.12,2.04153,2.59117,1.73835,1.46718,0.293,0.33333,0.28672,0.08512,0.25308,0.33333,0.26981,0.10106,2.79683,3.57721,2.33164,1.39344,0.0001487,0.0001487,0.0001487
189,1904.51,2.0402,2.37106,1.7901,1.36045,0.293,0.33333,0.28672,0.08512,0.25308,0.33333,0.26981,0.10106,2.79683,3.57721,2.33164,1.39344,0.0001388,0.0001388,0.0001388
190,1914.2,2.24251,2.43982,1.76448,1.33655,0.27795,0.33333,0.28519,0.08712,0.27795,0.33333,0.28492,0.10607,2.75806,3.5169,2.27943,1.37946,0.0001289,0.0001289,0.0001289
191,1923.87,1.96662,1.91028,21.0856,1.06941,0.27795,0.33333,0.28519,0.08712,0.27795,0.33333,0.28492,0.10607,2.75806,3.5169,2.27943,1.37946,0.000119,0.000119,0.000119
192,1932.99,2.55764,2.70906,2.51886,1.3095,0.27795,0.33333,0.28519,0.08712,0.27795,0.33333,0.28492,0.10607,2.75806,3.5169,2.27943,1.37946,0.0001091,0.0001091,0.0001091
193,1942.21,2.46637,2.7534,2.32519,1.24661,0.27795,0.33333,0.28519,0.08712,0.27795,0.33333,0.28492,0.10607,2.75806,3.5169,2.27943,1.37946,9.92e-05,9.92e-05,9.92e-05
194,1951.2,1.42934,1.37491,40.86,0.8144,0.30874,0.30769,0.25948,0.08329,0.30874,0.30769,0.26106,0.09467,2.7056,3.48208,2.33633,1.34508,8.93e-05,8.93e-05,8.93e-05
195,1960.19,2.37542,2.78192,2.26428,1.25097,0.30874,0.30769,0.25948,0.08329,0.30874,0.30769,0.26106,0.09467,2.7056,3.48208,2.33633,1.34508,7.94e-05,7.94e-05,7.94e-05
196,1969.07,2.47328,2.02945,2.36498,1.3472,0.30874,0.30769,0.25948,0.08329,0.30874,0.30769,0.26106,0.09467,2.7056,3.48208,2.33633,1.34508,6.95e-05,6.95e-05,6.95e-05
197,1978.2,2.38222,2.45791,2.2191,1.3102,0.22396,0.30769,0.22098,0.07396,0.22541,0.28205,0.21212,0.08015,2.69647,3.43215,2.39397,1.34392,5.96e-05,5.96e-05,5.96e-05
198,1987.57,2.41207,2.41508,2.28877,1.37737,0.22396,0.30769,0.22098,0.07396,0.22541,0.28205,0.21212,0.08015,2.69647,3.43215,2.39397,1.34392,4.97e-05,4.97e-05,4.97e-05
199,1997.6,2.47402,2.20587,2.27462,1.21442,0.22396,0.30769,0.22098,0.07396,0.22541,0.28205,0.21212,0.08015,2.69647,3.43215,2.39397,1.34392,3.98e-05,3.98e-05,3.98e-05
200,2007.13,2.44222,2.71747,2.39754,1.30122,0.19695,0.41026,0.16636,0.05118,0.18372,0.38462,0.16138,0.05994,2.68941,3.36968,2.55189,1.31573,2.99e-05,2.99e-05,2.99e-05
