epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
123,2004.03,1.46003,2.09138,0.99719,1.09893,0.85519,0.81672,0.8853,0.50543,0.77471,0.75532,0.7583,0.23952,1.44611,2.04778,1.0078,1.19479,0.0007922,0.0007922,0.0007922
124,2020.85,1.4263,2.00161,0.95993,1.10703,0.84536,0.8617,0.89821,0.51257,0.79385,0.78723,0.78657,0.22622,1.44815,2.04557,1.00705,1.18918,0.0007823,0.0007823,0.0007823
125,2036.57,1.38602,2.0252,1.04037,1.1047,0.84536,0.8617,0.89821,0.51257,0.79385,0.78723,0.78657,0.22622,1.44815,2.04557,1.00705,1.18918,0.0007724,0.0007724,0.0007724
126,2052,1.46262,2.04285,1.23003,1.13121,0.84536,0.8617,0.89821,0.51257,0.79385,0.78723,0.78657,0.22622,1.44815,2.04557,1.00705,1.18918,0.0007625,0.0007625,0.0007625
127,2068.4,1.4864,2.11604,0.99454,1.11622,0.85363,0.84043,0.90357,0.51604,0.7644,0.75532,0.72913,0.22392,1.46508,2.06876,1.00619,1.18727,0.0007526,0.0007526,0.0007526
128,2084.79,1.3924,1.9597,0.99271,1.11368,0.85363,0.84043,0.90357,0.51604,0.7644,0.75532,0.72913,0.22392,1.46508,2.06876,1.00619,1.18727,0.0007427,0.0007427,0.0007427
129,2101.18,1.49578,2.16298,1.00702,1.11866,0.87585,0.87234,0.92067,0.52321,0.78403,0.77242,0.75513,0.22755,1.45685,2.08341,0.98565,1.1884,0.0007328,0.0007328,0.0007328
130,2118.39,1.44265,2.12744,0.99849,1.1405,0.87585,0.87234,0.92067,0.52321,0.78403,0.77242,0.75513,0.22755,1.45685,2.08341,0.98565,1.1884,0.0007229,0.0007229,0.0007229
131,2134.27,1.42893,2.16586,0.94525,1.06939,0.87585,0.87234,0.92067,0.52321,0.78403,0.77242,0.75513,0.22755,1.45685,2.08341,0.98565,1.1884,0.000713,0.000713,0.000713
132,2152.03,1.44192,2.17581,1.04904,1.09709,0.92911,0.83659,0.92099,0.52608,0.84619,0.7609,0.79786,0.24131,1.45083,2.06593,0.97591,1.19659,0.0007031,0.0007031,0.0007031
133,2169.37,1.34283,1.95764,0.9907,1.09738,0.92911,0.83659,0.92099,0.52608,0.84619,0.7609,0.79786,0.24131,1.45083,2.06593,0.97591,1.19659,0.0006932,0.0006932,0.0006932
134,2185.44,1.42031,2.0047,0.99839,1.11278,0.92911,0.83659,0.92099,0.52608,0.84619,0.7609,0.79786,0.24131,1.45083,2.06593,0.97591,1.19659,0.0006833,0.0006833,0.0006833
135,2203.87,1.35537,1.90833,0.99593,1.09661,0.92648,0.80444,0.91139,0.51919,0.85263,0.7386,0.81588,0.24902,1.45312,2.07859,0.98024,1.20447,0.0006734,0.0006734,0.0006734
136,2220.38,1.42542,2.09294,0.96607,1.07465,0.92648,0.80444,0.91139,0.51919,0.85263,0.7386,0.81588,0.24902,1.45312,2.07859,0.98024,1.20447,0.0006635,0.0006635,0.0006635
137,2236.64,1.40051,2.04114,0.96357,1.09463,0.93096,0.80851,0.91681,0.51929,0.78814,0.80851,0.81974,0.23923,1.47555,2.13434,0.97526,1.2104,0.0006536,0.0006536,0.0006536
138,2254.28,1.4353,2.11024,0.90611,1.06592,0.93096,0.80851,0.91681,0.51929,0.78814,0.80851,0.81974,0.23923,1.47555,2.13434,0.97526,1.2104,0.0006437,0.0006437,0.0006437
139,2270.21,1.4201,1.99721,0.98194,1.12397,0.93096,0.80851,0.91681,0.51929,0.78814,0.80851,0.81974,0.23923,1.47555,2.13434,0.97526,1.2104,0.0006338,0.0006338,0.0006338
140,2287.28,1.33449,1.96774,0.97577,1.09694,0.90713,0.83136,0.9161,0.5129,0.78869,0.78723,0.77566,0.23141,1.49139,2.13302,0.97861,1.20764,0.0006239,0.0006239,0.0006239
141,2304.16,1.35647,2.04708,1.03725,1.12338,0.90713,0.83136,0.9161,0.5129,0.78869,0.78723,0.77566,0.23141,1.49139,2.13302,0.97861,1.20764,0.000614,0.000614,0.000614
142,2321.69,1.43015,2.03941,0.97103,1.08702,0.90713,0.83136,0.9161,0.5129,0.78869,0.78723,0.77566,0.23141,1.49139,2.13302,0.97861,1.20764,0.0006041,0.0006041,0.0006041
143,2337.51,1.4237,2.07606,0.99639,1.09656,0.85202,0.87234,0.91109,0.50869,0.81833,0.81465,0.82801,0.22013,1.47758,2.07897,0.98154,1.2049,0.0005942,0.0005942,0.0005942
144,2354.04,1.38228,2.05294,1.00712,1.11146,0.85202,0.87234,0.91109,0.50869,0.81833,0.81465,0.82801,0.22013,1.47758,2.07897,0.98154,1.2049,0.0005843,0.0005843,0.0005843
145,2371.87,1.42143,2.069,0.96953,1.11367,0.8556,0.8617,0.90678,0.51835,0.80872,0.80851,0.79794,0.22591,1.46829,2.05608,0.98709,1.20326,0.0005744,0.0005744,0.0005744
146,2388.91,1.40052,2.07503,1.00607,1.06685,0.8556,0.8617,0.90678,0.51835,0.80872,0.80851,0.79794,0.22591,1.46829,2.05608,0.98709,1.20326,0.0005645,0.0005645,0.0005645
147,2406.18,1.28093,1.96171,0.97875,1.05305,0.8556,0.8617,0.90678,0.51835,0.80872,0.80851,0.79794,0.22591,1.46829,2.05608,0.98709,1.20326,0.0005546,0.0005546,0.0005546
148,2422.37,1.38122,2.05699,0.94946,1.09522,0.86798,0.82979,0.91653,0.5237,0.8346,0.79787,0.8133,0.23295,1.45526,2.03356,0.98094,1.19478,0.0005447,0.0005447,0.0005447
149,2439.48,1.34341,2.07669,0.97143,1.11086,0.86798,0.82979,0.91653,0.5237,0.8346,0.79787,0.8133,0.23295,1.45526,2.03356,0.98094,1.19478,0.0005348,0.0005348,0.0005348
150,2456.89,1.38437,2.15714,0.98107,1.08164,0.86798,0.82979,0.91653,0.5237,0.8346,0.79787,0.8133,0.23295,1.45526,2.03356,0.98094,1.19478,0.0005249,0.0005249,0.0005249
151,2475.17,1.30554,1.97897,0.97088,1.11637,0.88479,0.81703,0.91365,0.53164,0.82908,0.77404,0.79153,0.22639,1.44616,2.02666,0.97653,1.19569,0.000515,0.000515,0.000515
152,2492.09,1.38338,1.93965,0.98336,1.09319,0.88479,0.81703,0.91365,0.53164,0.82908,0.77404,0.79153,0.22639,1.44616,2.02666,0.97653,1.19569,0.0005051,0.0005051,0.0005051
153,2508.64,1.37483,2.00215,0.92777,1.07469,0.87308,0.80503,0.89755,0.5269,0.83236,0.79233,0.81525,0.21605,1.43387,2.07541,0.96645,1.19021,0.0004952,0.0004952,0.0004952
154,2524.65,1.40227,2.18555,0.95364,1.07339,0.87308,0.80503,0.89755,0.5269,0.83236,0.79233,0.81525,0.21605,1.43387,2.07541,0.96645,1.19021,0.0004853,0.0004853,0.0004853
155,2541.65,1.32534,1.93848,0.93673,1.07079,0.87308,0.80503,0.89755,0.5269,0.83236,0.79233,0.81525,0.21605,1.43387,2.07541,0.96645,1.19021,0.0004754,0.0004754,0.0004754
156,2559.15,1.41071,2.0848,1.02824,1.12547,0.88825,0.82979,0.91869,0.52666,0.79931,0.71277,0.75001,0.21001,1.42844,2.10649,0.95579,1.18664,0.0004655,0.0004655,0.0004655
157,2574.56,1.40095,2.05862,1.00373,1.06115,0.88825,0.82979,0.91869,0.52666,0.79931,0.71277,0.75001,0.21001,1.42844,2.10649,0.95579,1.18664,0.0004556,0.0004556,0.0004556
158,2590.94,1.30894,1.99432,0.98969,1.10285,0.88825,0.82979,0.91869,0.52666,0.79931,0.71277,0.75001,0.21001,1.42844,2.10649,0.95579,1.18664,0.0004457,0.0004457,0.0004457
159,2608.53,1.36203,2.054,0.91653,1.08544,0.8919,0.81915,0.91971,0.52039,0.82563,0.70213,0.74733,0.20592,1.43347,2.09856,0.96047,1.19234,0.0004358,0.0004358,0.0004358
160,2624.9,1.35639,1.90693,1.01839,1.0755,0.8919,0.81915,0.91971,0.52039,0.82563,0.70213,0.74733,0.20592,1.43347,2.09856,0.96047,1.19234,0.0004259,0.0004259,0.0004259
161,2641.57,1.34236,2.03869,0.94947,1.1135,0.90164,0.82979,0.91478,0.51948,0.84754,0.78723,0.84255,0.23962,1.44527,2.04812,0.96345,1.19777,0.000416,0.000416,0.000416
162,2658.59,1.31816,1.98742,0.96696,1.08838,0.90164,0.82979,0.91478,0.51948,0.84754,0.78723,0.84255,0.23962,1.44527,2.04812,0.96345,1.19777,0.0004061,0.0004061,0.0004061
163,2675.92,1.35267,1.94647,0.93749,1.07878,0.90164,0.82979,0.91478,0.51948,0.84754,0.78723,0.84255,0.23962,1.44527,2.04812,0.96345,1.19777,0.0003962,0.0003962,0.0003962
164,2693.64,1.38489,2.11219,0.93676,1.07583,0.87615,0.82789,0.90371,0.51636,0.82226,0.78745,0.82145,0.23598,1.43707,2.03897,0.96916,1.19637,0.0003863,0.0003863,0.0003863
165,2710.34,1.37305,1.94145,0.94081,1.10512,0.87615,0.82789,0.90371,0.51636,0.82226,0.78745,0.82145,0.23598,1.43707,2.03897,0.96916,1.19637,0.0003764,0.0003764,0.0003764
166,2728.25,1.37182,2.07375,0.93881,1.05995,0.87615,0.82789,0.90371,0.51636,0.82226,0.78745,0.82145,0.23598,1.43707,2.03897,0.96916,1.19637,0.0003665,0.0003665,0.0003665
167,2745.23,1.32173,1.96525,0.9325,1.08565,0.85276,0.82979,0.90638,0.51717,0.80747,0.78723,0.81239,0.24792,1.42131,2.0236,0.97107,1.19035,0.0003566,0.0003566,0.0003566
168,2762.41,1.38497,2.0565,0.94386,1.06273,0.85276,0.82979,0.90638,0.51717,0.80747,0.78723,0.81239,0.24792,1.42131,2.0236,0.97107,1.19035,0.0003467,0.0003467,0.0003467
169,2780.19,1.35269,1.98423,0.91964,1.08723,0.83778,0.82979,0.89466,0.5146,0.80582,0.76596,0.79242,0.24812,1.42935,2.02058,0.97904,1.19307,0.0003368,0.0003368,0.0003368
170,2796.79,1.28778,1.95309,0.94915,1.11076,0.83778,0.82979,0.89466,0.5146,0.80582,0.76596,0.79242,0.24812,1.42935,2.02058,0.97904,1.19307,0.0003269,0.0003269,0.0003269
171,2814.27,1.30785,2.02517,0.86617,1.06245,0.83778,0.82979,0.89466,0.5146,0.80582,0.76596,0.79242,0.24812,1.42935,2.02058,0.97904,1.19307,0.000317,0.000317,0.000317
172,2830.88,1.28599,1.95045,0.92752,1.10024,0.8386,0.85106,0.90539,0.51877,0.79831,0.7766,0.77788,0.23522,1.43238,2.01815,0.97446,1.19384,0.0003071,0.0003071,0.0003071
173,2848.1,1.30879,1.97872,0.90015,1.07009,0.8386,0.85106,0.90539,0.51877,0.79831,0.7766,0.77788,0.23522,1.43238,2.01815,0.97446,1.19384,0.0002972,0.0002972,0.0002972
174,2865.05,1.3254,1.90658,0.97209,1.0872,0.8386,0.85106,0.90539,0.51877,0.79831,0.7766,0.77788,0.23522,1.43238,2.01815,0.97446,1.19384,0.0002873,0.0002873,0.0002873
175,2880.98,1.33227,1.94488,0.92185,1.07416,0.86419,0.82979,0.90177,0.51395,0.79686,0.7766,0.7632,0.22859,1.43561,2.02971,0.97976,1.19397,0.0002774,0.0002774,0.0002774
176,2898.4,1.3092,1.97222,0.89472,1.07441,0.86419,0.82979,0.90177,0.51395,0.79686,0.7766,0.7632,0.22859,1.43561,2.02971,0.97976,1.19397,0.0002675,0.0002675,0.0002675
177,2915.74,1.28766,1.97501,0.93263,1.09768,0.85573,0.82979,0.89536,0.51402,0.77371,0.75532,0.74726,0.21457,1.44358,2.04842,0.9744,1.19447,0.0002576,0.0002576,0.0002576
178,2933.51,1.32148,1.87159,0.89563,1.05965,0.85573,0.82979,0.89536,0.51402,0.77371,0.75532,0.74726,0.21457,1.44358,2.04842,0.9744,1.19447,0.0002477,0.0002477,0.0002477
179,2950.38,1.38338,2.00847,0.90556,1.08104,0.85573,0.82979,0.89536,0.51402,0.77371,0.75532,0.74726,0.21457,1.44358,2.04842,0.9744,1.19447,0.0002378,0.0002378,0.0002378
180,2967.38,1.29986,1.98332,0.9232,1.10596,0.82291,0.85106,0.89297,0.50752,0.75907,0.77091,0.73985,0.21458,1.44606,2.06939,0.97443,1.19612,0.0002279,0.0002279,0.0002279
181,2984.24,1.34584,2.03075,0.90444,1.05882,0.82291,0.85106,0.89297,0.50752,0.75907,0.77091,0.73985,0.21458,1.44606,2.06939,0.97443,1.19612,0.000218,0.000218,0.000218
182,3000.44,1.31284,2.11287,0.97758,1.08301,0.82291,0.85106,0.89297,0.50752,0.75907,0.77091,0.73985,0.21458,1.44606,2.06939,0.97443,1.19612,0.0002081,0.0002081,0.0002081
183,3018.66,1.32378,1.9055,0.94274,1.09787,0.84369,0.80393,0.87757,0.50225,0.75085,0.7766,0.76642,0.21116,1.44978,2.09175,0.97128,1.20234,0.0001982,0.0001982,0.0001982
184,3036.25,1.33659,1.96515,0.89778,1.07555,0.84369,0.80393,0.87757,0.50225,0.75085,0.7766,0.76642,0.21116,1.44978,2.09175,0.97128,1.20234,0.0001883,0.0001883,0.0001883
185,3052.21,1.34396,2.03782,0.95447,1.06925,0.86299,0.80851,0.87919,0.5044,0.75944,0.78723,0.77055,0.21696,1.45089,2.09593,0.96679,1.20185,0.0001784,0.0001784,0.0001784
186,3068.9,1.31342,1.91509,0.87354,1.04437,0.86299,0.80851,0.87919,0.5044,0.75944,0.78723,0.77055,0.21696,1.45089,2.09593,0.96679,1.20185,0.0001685,0.0001685,0.0001685
187,3085.73,1.38599,2.03841,0.9303,1.07689,0.86299,0.80851,0.87919,0.5044,0.75944,0.78723,0.77055,0.21696,1.45089,2.09593,0.96679,1.20185,0.0001586,0.0001586,0.0001586
188,3101.55,1.36672,1.92193,0.98829,1.04929,0.84599,0.80851,0.87823,0.51356,0.74769,0.78816,0.77751,0.21691,1.4371,2.07722,0.96161,1.19074,0.0001487,0.0001487,0.0001487
189,3117.73,1.27206,1.82694,0.89809,1.0609,0.84599,0.80851,0.87823,0.51356,0.74769,0.78816,0.77751,0.21691,1.4371,2.07722,0.96161,1.19074,0.0001388,0.0001388,0.0001388
190,3133.93,1.33477,1.94924,0.90622,1.05073,0.84599,0.80851,0.87823,0.51356,0.74769,0.78816,0.77751,0.21691,1.4371,2.07722,0.96161,1.19074,0.0001289,0.0001289,0.0001289
191,3150.5,1.29109,1.9644,0.9707,1.07861,0.81494,0.82979,0.88033,0.51681,0.75851,0.80198,0.79478,0.22831,1.43693,2.06043,0.95533,1.18466,0.000119,0.000119,0.000119
192,3165.57,1.28998,1.92762,0.98972,1.08811,0.81494,0.82979,0.88033,0.51681,0.75851,0.80198,0.79478,0.22831,1.43693,2.06043,0.95533,1.18466,0.0001091,0.0001091,0.0001091
193,3182.49,1.36594,1.95821,1.08348,1.12918,0.82617,0.80899,0.88226,0.51661,0.76035,0.80851,0.79874,0.23324,1.43254,2.05169,0.95924,1.18024,9.92e-05,9.92e-05,9.92e-05
194,3199.28,1.35344,1.9191,0.95969,1.07869,0.82617,0.80899,0.88226,0.51661,0.76035,0.80851,0.79874,0.23324,1.43254,2.05169,0.95924,1.18024,8.93e-05,8.93e-05,8.93e-05
195,3216.37,1.35716,1.96751,1.01347,1.10184,0.82617,0.80899,0.88226,0.51661,0.76035,0.80851,0.79874,0.23324,1.43254,2.05169,0.95924,1.18024,7.94e-05,7.94e-05,7.94e-05
196,3232.5,1.35101,1.89689,1.03233,1.08687,0.80975,0.80851,0.87998,0.51995,0.75647,0.79787,0.79501,0.23857,1.42953,2.05718,0.96223,1.1809,6.95e-05,6.95e-05,6.95e-05
197,3248.6,1.33089,1.97403,0.95709,1.04587,0.80975,0.80851,0.87998,0.51995,0.75647,0.79787,0.79501,0.23857,1.42953,2.05718,0.96223,1.1809,5.96e-05,5.96e-05,5.96e-05
198,3264.68,1.36004,1.97711,0.98549,1.09416,0.80975,0.80851,0.87998,0.51995,0.75647,0.79787,0.79501,0.23857,1.42953,2.05718,0.96223,1.1809,4.97e-05,4.97e-05,4.97e-05
199,3281.46,1.32772,1.90988,0.98556,1.08393,0.80578,0.82979,0.8796,0.51649,0.76931,0.80851,0.8105,0.23839,1.43099,2.05478,0.96709,1.18102,3.98e-05,3.98e-05,3.98e-05
200,3297.38,1.34004,1.94529,0.97197,1.10693,0.80578,0.82979,0.8796,0.51649,0.76931,0.80851,0.8105,0.23839,1.43099,2.05478,0.96709,1.18102,2.99e-05,2.99e-05,2.99e-05
