,filename,cut_type,cut_number,bbox_number,bbox_data,polygon_data
675,UG3DQUERUNTERZUG.SGY,inline,59,19,"[166.2203826904297, 12.730164527893066, 207.79635620117188, 45.09099197387695]","[[178.86093139648438, 11.140625], [178.86093139648438, 15.584375381469727], [172.1953125, 22.25], [172.1953125, 23.360937118530273], [169.9734344482422, 25.582813262939453], [166.640625, 25.582813262939453], [166.640625, 41.13593673706055], [169.9734344482422, 41.13593673706055], [171.08438110351562, 40.025001525878906], [171.08438110351562, 38.9140625], [172.1953125, 37.803123474121094], [172.1953125, 36.69218826293945], [175.5281219482422, 33.359375], [175.5281219482422, 32.248435974121094], [183.3046875, 24.47187614440918], [184.41561889648438, 24.47187614440918], [185.5265655517578, 23.360937118530273], [188.859375, 23.360937118530273], [189.97030639648438, 24.47187614440918], [191.0812530517578, 24.47187614440918], [192.1921844482422, 25.582813262939453], [193.30313110351562, 25.582813262939453], [197.7468719482422, 30.02656364440918], [197.7468719482422, 31.137500762939453], [198.85781860351562, 31.137500762939453], [199.96875, 32.248435974121094], [199.96875, 33.359375], [202.1906280517578, 35.58124923706055], [209.96719360351562, 35.58124923706055], [209.96719360351562, 31.137500762939453], [206.63436889648438, 31.137500762939453], [205.5234375, 30.02656364440918], [205.5234375, 27.8046875], [204.41250610351562, 26.693750381469727], [204.41250610351562, 24.47187614440918], [203.3015594482422, 23.360937118530273], [203.3015594482422, 22.25], [202.1906280517578, 21.139062881469727], [202.1906280517578, 20.028125762939453], [201.07968139648438, 18.91718864440918], [201.07968139648438, 17.806249618530273], [197.7468719482422, 14.473437309265137], [197.7468719482422, 11.140625]]"
676,UG3DQUERUNTERZUG.SGY,inline,6,8,"[681.517822265625, 12.00733757019043, 709.806884765625, 39.86199951171875]","[[693.2249755859375, 11.140625], [693.2249755859375, 15.584375381469727], [685.4484252929688, 23.360937118530273], [682.1156005859375, 23.360937118530273], [682.1156005859375, 35.58124923706055], [686.5593872070312, 35.58124923706055], [686.5593872070312, 34.470314025878906], [691.0031127929688, 30.02656364440918], [691.0031127929688, 28.915624618530273], [697.6687622070312, 22.25], [698.7796630859375, 22.25], [699.890625, 21.139062881469727], [702.1124877929688, 21.139062881469727], [703.2234497070312, 20.028125762939453], [704.3343505859375, 20.028125762939453], [705.4453125, 21.139062881469727], [706.5562744140625, 21.139062881469727], [708.7781372070312, 23.360937118530273], [709.8890380859375, 23.360937118530273], [709.8890380859375, 11.140625]]"
677,UG3DQUERUNTERZUG.SGY,inline,6,0,"[566.35791015625, 9.51716136932373, 607.3185424804688, 40.34699249267578]","[[575.4656372070312, 11.140625], [575.4656372070312, 15.584375381469727], [569.9109497070312, 21.139062881469727], [566.578125, 21.139062881469727], [566.578125, 34.470314025878906], [569.9109497070312, 34.470314025878906], [573.2437744140625, 31.137500762939453], [573.2437744140625, 30.02656364440918], [577.6875, 25.582813262939453], [577.6875, 24.47187614440918], [579.9093627929688, 22.25], [581.0203247070312, 22.25], [583.2421875, 20.028125762939453], [585.4640502929688, 20.028125762939453], [586.5750122070312, 18.91718864440918], [588.796875, 18.91718864440918], [589.9078369140625, 20.028125762939453], [591.0187377929688, 20.028125762939453], [593.2406005859375, 22.25], [594.3515625, 22.25], [596.5734252929688, 24.47187614440918], [596.5734252929688, 25.582813262939453], [599.90625, 28.915624618530273], [599.90625, 30.02656364440918], [602.1281127929688, 32.248435974121094], [602.1281127929688, 33.359375], [603.2390747070312, 33.359375], [606.5718994140625, 36.69218826293945], [609.9046630859375, 36.69218826293945], [609.9046630859375, 26.693750381469727], [606.5718994140625, 26.693750381469727], [604.3499755859375, 24.47187614440918], [604.3499755859375, 23.360937118530273], [603.2390747070312, 22.25], [603.2390747070312, 21.139062881469727], [602.1281127929688, 20.028125762939453], [602.1281127929688, 18.91718864440918], [601.0172119140625, 17.806249618530273], [601.0172119140625, 16.6953125], [599.90625, 15.584375381469727], [599.90625, 11.140625]]"
678,UG3DQUERUNTERZUG.SGY,inline,6,4,"[521.488037109375, 57.24738311767578, 600.25732421875, 106.73845672607422]","[[602.1281127929688, 63.35468673706055], [605.4609375, 63.35468673706055], [605.4609375, 55.578125], [602.1281127929688, 55.578125], [602.1281127929688, 63.35468673706055], [584.3531494140625, 73.3531265258789], [582.1312255859375, 71.1312484741211], [579.9093627929688, 71.1312484741211], [578.7984619140625, 70.02030944824219], [577.6875, 70.02030944824219], [574.3546752929688, 66.6875], [573.2437744140625, 66.6875], [566.578125, 60.02187728881836], [566.578125, 55.578125], [546.5812377929688, 55.578125], [546.5812377929688, 58.91093826293945], [541.0265502929688, 64.46562194824219], [541.0265502929688, 65.5765609741211], [535.4718627929688, 71.1312484741211], [535.4718627929688, 72.2421875], [532.1390380859375, 75.57499694824219], [532.1390380859375, 76.6859359741211], [531.0281372070312, 77.796875], [531.0281372070312, 80.01875305175781], [529.9171752929688, 81.12968444824219], [529.9171752929688, 82.2406234741211], [528.8062744140625, 83.3515625], [528.8062744140625, 84.4625015258789], [527.6953125, 85.57344055175781], [527.6953125, 86.68437194824219], [525.4734497070312, 88.90625], [522.140625, 88.90625], [522.140625, 101.1265640258789], [525.4734497070312, 101.1265640258789], [528.8062744140625, 97.79374694824219], [529.9171752929688, 97.79374694824219], [531.0281372070312, 96.68281555175781], [531.0281372070312, 95.5718765258789], [534.3609619140625, 92.23905944824219], [534.3609619140625, 91.12812805175781], [535.4718627929688, 90.0171890258789], [535.4718627929688, 88.90625], [536.5828247070312, 87.7953109741211], [536.5828247070312, 86.68437194824219], [537.6937255859375, 85.57344055175781], [538.8046875, 85.57344055175781], [539.9156494140625, 84.4625015258789], [539.9156494140625, 83.3515625], [548.8031005859375, 74.46406555175781], [549.9140625, 74.46406555175781], [552.1359252929688, 72.2421875], [554.3577880859375, 72.2421875], [555.46875, 71.1312484741211], [565.4671630859375, 71.1312484741211], [566.578125, 72.2421875], [567.6890869140625, 72.2421875], [571.0218505859375, 75.57499694824219], [572.1328125, 75.57499694824219], [574.3546752929688, 77.796875], [574.3546752929688, 78.9078140258789], [583.2421875, 87.7953109741211], [583.2421875, 88.90625], [587.6859130859375, 93.3499984741211], [587.6859130859375, 94.4609375], [588.796875, 94.4609375], [589.9078369140625, 95.5718765258789], [591.0187377929688, 95.5718765258789], [592.1296997070312, 96.68281555175781], [592.1296997070312, 90.0171890258789], [591.0187377929688, 88.90625], [591.0187377929688, 86.68437194824219], [589.9078369140625, 85.57344055175781], [589.9078369140625, 84.4625015258789], [588.796875, 83.3515625], [588.796875, 81.12968444824219], [586.5750122070312, 78.9078140258789], [586.5750122070312, 77.796875], [585.4640502929688, 76.6859359741211], [585.4640502929688, 75.57499694824219], [584.3531494140625, 74.46406555175781], [584.3531494140625, 73.3531265258789]]"
679,UG3DQUERUNTERZUG.SGY,inline,6,15,"[466.96636962890625, 59.95090866088867, 539.51513671875, 107.25110626220703]","[[489.9234313964844, 60.02187728881836], [489.9234313964844, 64.46562194824219], [483.2578125, 71.1312484741211], [483.2578125, 72.2421875], [482.1468811035156, 73.3531265258789], [482.1468811035156, 74.46406555175781], [479.92498779296875, 76.6859359741211], [479.92498779296875, 78.9078140258789], [478.8140563964844, 80.01875305175781], [478.8140563964844, 81.12968444824219], [477.703125, 82.2406234741211], [477.703125, 83.3515625], [476.5921936035156, 84.4625015258789], [475.48126220703125, 84.4625015258789], [473.2593688964844, 86.68437194824219], [468.81561279296875, 86.68437194824219], [468.81561279296875, 101.1265640258789], [473.2593688964844, 101.1265640258789], [474.37030029296875, 100.015625], [475.48126220703125, 100.015625], [478.8140563964844, 96.68281555175781], [478.8140563964844, 94.4609375], [479.92498779296875, 93.3499984741211], [479.92498779296875, 92.23905944824219], [482.1468811035156, 90.0171890258789], [482.1468811035156, 88.90625], [484.3687438964844, 86.68437194824219], [484.3687438964844, 85.57344055175781], [493.2562561035156, 76.6859359741211], [494.3671875, 76.6859359741211], [495.4781188964844, 75.57499694824219], [496.58905029296875, 75.57499694824219], [497.70001220703125, 74.46406555175781], [498.8109436035156, 74.46406555175781], [499.921875, 73.3531265258789], [503.25469970703125, 73.3531265258789], [504.3656311035156, 72.2421875], [505.4765625, 73.3531265258789], [509.9203186035156, 73.3531265258789], [511.03125, 74.46406555175781], [513.2531127929688, 74.46406555175781], [515.4749755859375, 76.6859359741211], [516.5859375, 76.6859359741211], [522.140625, 82.2406234741211], [522.140625, 83.3515625], [525.4734497070312, 86.68437194824219], [526.5843505859375, 86.68437194824219], [528.8062744140625, 88.90625], [528.8062744140625, 90.0171890258789], [531.0281372070312, 92.23905944824219], [532.1390380859375, 92.23905944824219], [534.3609619140625, 94.4609375], [535.4718627929688, 93.3499984741211], [535.4718627929688, 88.90625], [534.3609619140625, 87.7953109741211], [534.3609619140625, 85.57344055175781], [533.25, 84.4625015258789], [533.25, 83.3515625], [532.1390380859375, 82.2406234741211], [532.1390380859375, 81.12968444824219], [529.9171752929688, 78.9078140258789], [529.9171752929688, 77.796875], [528.8062744140625, 76.6859359741211], [528.8062744140625, 75.57499694824219], [526.5843505859375, 73.3531265258789], [526.5843505859375, 72.2421875], [519.9187622070312, 65.5765609741211], [519.9187622070312, 64.46562194824219], [518.8078002929688, 63.35468673706055], [518.8078002929688, 60.02187728881836]]"
680,UG3DQUERUNTERZUG.SGY,inline,6,7,"[67.99272918701172, 12.80224895477295, 111.59002685546875, 49.13090515136719]","[[79.98750305175781, 11.140625], [79.98750305175781, 15.584375381469727], [74.43281555175781, 21.139062881469727], [74.43281555175781, 22.25], [72.2109375, 24.47187614440918], [68.87812805175781, 24.47187614440918], [68.87812805175781, 40.025001525878906], [72.2109375, 40.025001525878906], [74.43281555175781, 37.803123474121094], [74.43281555175781, 36.69218826293945], [76.6546859741211, 34.470314025878906], [76.6546859741211, 33.359375], [79.98750305175781, 30.02656364440918], [79.98750305175781, 28.915624618530273], [81.09843444824219, 27.8046875], [82.2093734741211, 27.8046875], [83.3203125, 26.693750381469727], [84.4312515258789, 26.693750381469727], [85.54219055175781, 25.582813262939453], [88.875, 25.582813262939453], [89.9859390258789, 24.47187614440918], [91.09687805175781, 25.582813262939453], [92.20780944824219, 25.582813262939453], [93.3187484741211, 26.693750381469727], [94.4296875, 26.693750381469727], [99.984375, 32.248435974121094], [99.984375, 33.359375], [102.20625305175781, 35.58124923706055], [102.20625305175781, 36.69218826293945], [104.4281234741211, 38.9140625], [104.4281234741211, 40.025001525878906], [109.9828109741211, 45.579689025878906], [111.09375, 45.579689025878906], [112.2046890258789, 46.69062423706055], [112.2046890258789, 47.80156326293945], [116.6484375, 47.80156326293945], [116.6484375, 41.13593673706055], [113.31562805175781, 41.13593673706055], [111.09375, 38.9140625], [111.09375, 36.69218826293945], [109.9828109741211, 35.58124923706055], [109.9828109741211, 33.359375], [108.87187194824219, 32.248435974121094], [108.87187194824219, 31.137500762939453], [107.76094055175781, 30.02656364440918], [107.76094055175781, 28.915624618530273], [106.6500015258789, 27.8046875], [106.6500015258789, 26.693750381469727], [104.4281234741211, 24.47187614440918], [104.4281234741211, 23.360937118530273], [103.31718444824219, 22.25], [103.31718444824219, 21.139062881469727], [96.65156555175781, 14.473437309265137], [96.65156555175781, 11.140625]]"
681,UG3DQUERUNTERZUG.SGY,inline,6,9,"[643.4386596679688, 50.25832748413086, 710.7453002929688, 97.32452392578125]","[[662.1187744140625, 51.134376525878906], [662.1187744140625, 55.578125], [656.5640869140625, 61.1328125], [656.5640869140625, 62.243751525878906], [654.3421630859375, 64.46562194824219], [654.3421630859375, 65.5765609741211], [652.1203002929688, 67.7984390258789], [652.1203002929688, 68.90937805175781], [648.7874755859375, 72.2421875], [648.7874755859375, 73.3531265258789], [647.6765747070312, 74.46406555175781], [647.6765747070312, 75.57499694824219], [645.4547119140625, 77.796875], [642.1218872070312, 77.796875], [642.1218872070312, 94.4609375], [645.4547119140625, 94.4609375], [647.6765747070312, 92.23905944824219], [648.7874755859375, 92.23905944824219], [651.0093994140625, 90.0171890258789], [651.0093994140625, 88.90625], [652.1203002929688, 87.7953109741211], [652.1203002929688, 86.68437194824219], [653.2312622070312, 85.57344055175781], [653.2312622070312, 84.4625015258789], [654.3421630859375, 83.3515625], [654.3421630859375, 82.2406234741211], [655.453125, 81.12968444824219], [655.453125, 80.01875305175781], [657.6749877929688, 77.796875], [657.6749877929688, 76.6859359741211], [662.1187744140625, 72.2421875], [662.1187744140625, 71.1312484741211], [665.4515380859375, 67.7984390258789], [666.5625, 67.7984390258789], [667.6734619140625, 66.6875], [668.7843627929688, 66.6875], [669.8953247070312, 65.5765609741211], [671.0062255859375, 65.5765609741211], [672.1171875, 64.46562194824219], [676.5609130859375, 64.46562194824219], [677.671875, 65.5765609741211], [683.2265625, 65.5765609741211], [684.3375244140625, 66.6875], [685.4484252929688, 66.6875], [687.6702880859375, 68.90937805175781], [688.78125, 68.90937805175781], [696.5578002929688, 76.6859359741211], [696.5578002929688, 77.796875], [698.7796630859375, 80.01875305175781], [698.7796630859375, 81.12968444824219], [702.1124877929688, 84.4625015258789], [702.1124877929688, 85.57344055175781], [703.2234497070312, 86.68437194824219], [703.2234497070312, 88.90625], [708.7781372070312, 94.4609375], [709.8890380859375, 94.4609375], [709.8890380859375, 80.01875305175781], [708.7781372070312, 80.01875305175781], [704.3343505859375, 75.57499694824219], [704.3343505859375, 74.46406555175781], [703.2234497070312, 73.3531265258789], [703.2234497070312, 72.2421875], [702.1124877929688, 71.1312484741211], [702.1124877929688, 68.90937805175781], [701.0015869140625, 67.7984390258789], [701.0015869140625, 66.6875], [699.890625, 65.5765609741211], [699.890625, 64.46562194824219], [697.6687622070312, 62.243751525878906], [697.6687622070312, 61.1328125], [692.1140747070312, 55.578125], [692.1140747070312, 51.134376525878906]]"
682,UG3DQUERUNTERZUG.SGY,inline,6,2,"[511.4067077636719, 8.65251350402832, 551.7725830078125, 40.2021484375]","[[524.3624877929688, 6.696875095367432], [524.3624877929688, 11.140625], [523.2515869140625, 12.25156307220459], [523.2515869140625, 13.362500190734863], [518.8078002929688, 17.806249618530273], [518.8078002929688, 18.91718864440918], [517.6968994140625, 20.028125762939453], [513.2531127929688, 20.028125762939453], [513.2531127929688, 33.359375], [516.5859375, 33.359375], [519.9187622070312, 30.02656364440918], [519.9187622070312, 28.915624618530273], [523.2515869140625, 25.582813262939453], [523.2515869140625, 24.47187614440918], [526.5843505859375, 21.139062881469727], [527.6953125, 21.139062881469727], [529.9171752929688, 18.91718864440918], [532.1390380859375, 18.91718864440918], [533.25, 17.806249618530273], [534.3609619140625, 17.806249618530273], [535.4718627929688, 18.91718864440918], [536.5828247070312, 18.91718864440918], [547.6921997070312, 30.02656364440918], [547.6921997070312, 31.137500762939453], [548.8031005859375, 32.248435974121094], [549.9140625, 31.137500762939453], [549.9140625, 25.582813262939453], [548.8031005859375, 24.47187614440918], [548.8031005859375, 22.25], [547.6921997070312, 21.139062881469727], [547.6921997070312, 20.028125762939453], [546.5812377929688, 18.91718864440918], [546.5812377929688, 17.806249618530273], [545.4703369140625, 16.6953125], [545.4703369140625, 15.584375381469727], [544.359375, 14.473437309265137], [544.359375, 13.362500190734863], [542.1375122070312, 11.140625], [542.1375122070312, 6.696875095367432]]"
683,UG3DQUERUNTERZUG.SGY,inline,6,3,"[460.1188659667969, 9.520333290100098, 502.4654846191406, 45.15214538574219]","[[471.0375061035156, 11.140625], [471.0375061035156, 15.584375381469727], [469.92657470703125, 16.6953125], [469.92657470703125, 17.806249618530273], [465.4828186035156, 22.25], [465.4828186035156, 23.360937118530273], [463.26092529296875, 25.582813262939453], [459.9281311035156, 25.582813262939453], [459.9281311035156, 40.025001525878906], [463.26092529296875, 40.025001525878906], [464.37188720703125, 38.9140625], [464.37188720703125, 37.803123474121094], [465.4828186035156, 36.69218826293945], [465.4828186035156, 35.58124923706055], [468.81561279296875, 32.248435974121094], [468.81561279296875, 31.137500762939453], [477.703125, 22.25], [478.8140563964844, 22.25], [479.92498779296875, 21.139062881469727], [484.3687438964844, 21.139062881469727], [485.47967529296875, 22.25], [486.59063720703125, 22.25], [488.8125, 24.47187614440918], [488.8125, 25.582813262939453], [494.3671875, 31.137500762939453], [494.3671875, 32.248435974121094], [497.70001220703125, 35.58124923706055], [497.70001220703125, 36.69218826293945], [498.8109436035156, 37.803123474121094], [498.8109436035156, 38.9140625], [499.921875, 40.025001525878906], [501.0328063964844, 38.9140625], [501.0328063964844, 31.137500762939453], [499.921875, 30.02656364440918], [499.921875, 27.8046875], [498.8109436035156, 26.693750381469727], [498.8109436035156, 25.582813262939453], [497.70001220703125, 24.47187614440918], [497.70001220703125, 23.360937118530273], [496.58905029296875, 22.25], [496.58905029296875, 21.139062881469727], [494.3671875, 18.91718864440918], [494.3671875, 17.806249618530273], [493.2562561035156, 16.6953125], [493.2562561035156, 15.584375381469727], [492.14532470703125, 14.473437309265137], [492.14532470703125, 11.140625]]"
684,UG3DQUERUNTERZUG.SGY,inline,6,5,"[401.8818359375, 8.633042335510254, 448.9400634765625, 50.03117752075195]","[[416.6015625, 6.696875095367432], [416.6015625, 11.140625], [414.37969970703125, 13.362500190734863], [414.37969970703125, 14.473437309265137], [409.9359436035156, 18.91718864440918], [409.9359436035156, 20.028125762939453], [407.71405029296875, 22.25], [407.71405029296875, 24.47187614440918], [405.4921875, 26.693750381469727], [402.15936279296875, 26.693750381469727], [402.15936279296875, 46.69062423706055], [405.4921875, 46.69062423706055], [406.6031188964844, 45.579689025878906], [406.6031188964844, 44.46875], [407.71405029296875, 43.35781478881836], [407.71405029296875, 42.24687576293945], [408.82501220703125, 41.13593673706055], [408.82501220703125, 40.025001525878906], [409.9359436035156, 38.9140625], [409.9359436035156, 37.803123474121094], [411.046875, 36.69218826293945], [411.046875, 33.359375], [412.1578063964844, 32.248435974121094], [412.1578063964844, 31.137500762939453], [415.4906311035156, 27.8046875], [415.4906311035156, 26.693750381469727], [418.82342529296875, 23.360937118530273], [419.93438720703125, 23.360937118530273], [421.0453186035156, 22.25], [422.15625, 22.25], [423.2671813964844, 21.139062881469727], [427.7109375, 21.139062881469727], [428.8218688964844, 22.25], [429.93280029296875, 22.25], [436.59844970703125, 28.915624618530273], [436.59844970703125, 30.02656364440918], [437.7093811035156, 31.137500762939453], [437.7093811035156, 32.248435974121094], [439.9312438964844, 34.470314025878906], [439.9312438964844, 36.69218826293945], [441.04217529296875, 37.803123474121094], [441.04217529296875, 41.13593673706055], [442.15313720703125, 42.24687576293945], [442.15313720703125, 45.579689025878906], [443.2640686035156, 46.69062423706055], [444.375, 46.69062423706055], [445.4859313964844, 47.80156326293945], [445.4859313964844, 48.91250228881836], [446.59686279296875, 50.0234375], [447.70782470703125, 48.91250228881836], [447.70782470703125, 40.025001525878906], [446.59686279296875, 38.9140625], [446.59686279296875, 35.58124923706055], [445.4859313964844, 34.470314025878906], [445.4859313964844, 33.359375], [444.375, 32.248435974121094], [444.375, 30.02656364440918], [443.2640686035156, 28.915624618530273], [443.2640686035156, 26.693750381469727], [442.15313720703125, 25.582813262939453], [442.15313720703125, 23.360937118530273], [441.04217529296875, 22.25], [441.04217529296875, 21.139062881469727], [439.9312438964844, 20.028125762939453], [439.9312438964844, 18.91718864440918], [436.59844970703125, 15.584375381469727], [436.59844970703125, 14.473437309265137], [435.48748779296875, 13.362500190734863], [435.48748779296875, 12.25156307220459], [433.265625, 10.029687881469727], [433.265625, 6.696875095367432]]"
685,UG3DQUERUNTERZUG.SGY,inline,6,6,"[582.8130493164062, 54.063968658447266, 647.3241577148438, 101.4912338256836]","[[587.6859130859375, 85.57344055175781], [584.3531494140625, 85.57344055175781], [587.6859130859375, 85.57344055175781], [596.5734252929688, 70.02030944824219], [601.0172119140625, 70.02030944824219], [602.1281127929688, 68.90937805175781], [603.2390747070312, 68.90937805175781], [604.3499755859375, 67.7984390258789], [605.4609375, 67.7984390258789], [606.5718994140625, 66.6875], [609.9046630859375, 66.6875], [611.015625, 67.7984390258789], [614.3484497070312, 67.7984390258789], [615.4593505859375, 68.90937805175781], [616.5703125, 68.90937805175781], [617.6812744140625, 70.02030944824219], [618.7921752929688, 70.02030944824219], [623.2359619140625, 74.46406555175781], [624.3468627929688, 74.46406555175781], [632.1234130859375, 82.2406234741211], [632.1234130859375, 83.3515625], [634.3453369140625, 85.57344055175781], [634.3453369140625, 86.68437194824219], [635.4562377929688, 87.7953109741211], [635.4562377929688, 88.90625], [636.5671997070312, 90.0171890258789], [636.5671997070312, 92.23905944824219], [639.9000244140625, 95.5718765258789], [639.9000244140625, 96.68281555175781], [642.1218872070312, 98.9046859741211], [643.2327880859375, 97.79374694824219], [644.34375, 97.79374694824219], [644.34375, 96.68281555175781], [645.4547119140625, 95.5718765258789], [645.4547119140625, 94.4609375], [644.34375, 93.3499984741211], [644.34375, 90.0171890258789], [643.2327880859375, 88.90625], [643.2327880859375, 87.7953109741211], [642.1218872070312, 86.68437194824219], [642.1218872070312, 85.57344055175781], [641.0109252929688, 84.4625015258789], [641.0109252929688, 83.3515625], [639.9000244140625, 82.2406234741211], [639.9000244140625, 81.12968444824219], [638.7890625, 80.01875305175781], [638.7890625, 78.9078140258789], [637.6781005859375, 77.796875], [637.6781005859375, 76.6859359741211], [636.5671997070312, 75.57499694824219], [636.5671997070312, 74.46406555175781], [635.4562377929688, 73.3531265258789], [635.4562377929688, 72.2421875], [631.0125122070312, 67.7984390258789], [631.0125122070312, 66.6875], [626.5687255859375, 62.243751525878906], [625.4578247070312, 62.243751525878906], [622.125, 58.91093826293945], [622.125, 55.578125], [599.90625, 55.578125], [599.90625, 60.02187728881836], [598.7952880859375, 61.1328125], [598.7952880859375, 62.243751525878906], [597.6843872070312, 63.35468673706055], [597.6843872070312, 65.5765609741211], [596.5734252929688, 66.6875], [596.5734252929688, 70.02030944824219]]"
686,UG3DQUERUNTERZUG.SGY,inline,6,1,"[122.11965942382812, 9.488653182983398, 167.3955078125, 50.29655456542969]","[[133.3125, 11.140625], [133.3125, 14.473437309265137], [132.20156860351562, 15.584375381469727], [132.20156860351562, 16.6953125], [129.9796905517578, 18.91718864440918], [129.9796905517578, 20.028125762939453], [127.7578125, 22.25], [127.7578125, 23.360937118530273], [125.53593444824219, 25.582813262939453], [122.203125, 25.582813262939453], [122.203125, 43.35781478881836], [125.53593444824219, 43.35781478881836], [126.6468734741211, 42.24687576293945], [126.6468734741211, 41.13593673706055], [127.7578125, 40.025001525878906], [127.7578125, 38.9140625], [128.86874389648438, 37.803123474121094], [128.86874389648438, 36.69218826293945], [131.0906219482422, 34.470314025878906], [131.0906219482422, 33.359375], [132.20156860351562, 32.248435974121094], [132.20156860351562, 31.137500762939453], [139.97811889648438, 23.360937118530273], [142.1999969482422, 23.360937118530273], [143.31094360351562, 22.25], [144.421875, 22.25], [146.6437530517578, 24.47187614440918], [147.7546844482422, 24.47187614440918], [154.42031860351562, 31.137500762939453], [154.42031860351562, 32.248435974121094], [156.64218139648438, 34.470314025878906], [156.64218139648438, 35.58124923706055], [157.7531280517578, 36.69218826293945], [157.7531280517578, 37.803123474121094], [159.97500610351562, 40.025001525878906], [159.97500610351562, 41.13593673706055], [161.0859375, 42.24687576293945], [161.0859375, 43.35781478881836], [162.19686889648438, 44.46875], [162.19686889648438, 45.579689025878906], [166.640625, 50.0234375], [166.640625, 54.46718978881836], [169.9734344482422, 54.46718978881836], [169.9734344482422, 35.58124923706055], [166.640625, 35.58124923706055], [165.52969360351562, 34.470314025878906], [165.52969360351562, 33.359375], [164.4187469482422, 32.248435974121094], [164.4187469482422, 30.02656364440918], [163.3078155517578, 28.915624618530273], [163.3078155517578, 27.8046875], [162.19686889648438, 26.693750381469727], [162.19686889648438, 25.582813262939453], [161.0859375, 24.47187614440918], [161.0859375, 23.360937118530273], [159.97500610351562, 22.25], [159.97500610351562, 21.139062881469727], [157.7531280517578, 18.91718864440918], [157.7531280517578, 17.806249618530273], [155.53125, 15.584375381469727], [155.53125, 11.140625]]"
687,UG3DQUERUNTERZUG.SGY,inline,6,14,"[78.42819213867188, 76.57438659667969, 147.46737670898438, 121.94476318359375]","[[92.20780944824219, 77.796875], [92.20780944824219, 82.2406234741211], [87.7640609741211, 86.68437194824219], [87.7640609741211, 87.7953109741211], [85.54219055175781, 90.0171890258789], [85.54219055175781, 91.12812805175781], [83.3203125, 93.3499984741211], [83.3203125, 94.4609375], [81.09843444824219, 96.68281555175781], [77.765625, 96.68281555175781], [77.765625, 108.90312194824219], [81.09843444824219, 108.90312194824219], [91.09687805175781, 98.9046859741211], [91.09687805175781, 97.79374694824219], [94.4296875, 94.4609375], [95.5406265258789, 94.4609375], [99.984375, 90.0171890258789], [102.20625305175781, 90.0171890258789], [103.31718444824219, 88.90625], [113.31562805175781, 88.90625], [114.42655944824219, 90.0171890258789], [116.6484375, 90.0171890258789], [118.87031555175781, 92.23905944824219], [119.98124694824219, 92.23905944824219], [128.86874389648438, 101.1265640258789], [128.86874389648438, 102.23750305175781], [129.9796905517578, 103.34843444824219], [129.9796905517578, 104.4593734741211], [131.0906219482422, 105.5703125], [131.0906219482422, 106.6812515258789], [134.42343139648438, 110.0140609741211], [134.42343139648438, 111.125], [139.97811889648438, 116.6796875], [141.0890655517578, 116.6796875], [144.421875, 120.01249694824219], [145.53280639648438, 120.01249694824219], [147.7546844482422, 117.7906265258789], [152.1984405517578, 117.7906265258789], [152.1984405517578, 116.6796875], [147.7546844482422, 116.6796875], [143.31094360351562, 112.2359390258789], [143.31094360351562, 110.0140609741211], [142.1999969482422, 108.90312194824219], [142.1999969482422, 107.79219055175781], [141.0890655517578, 106.6812515258789], [141.0890655517578, 104.4593734741211], [139.97811889648438, 103.34843444824219], [139.97811889648438, 102.23750305175781], [138.8671875, 101.1265640258789], [138.8671875, 100.015625], [137.75625610351562, 98.9046859741211], [137.75625610351562, 97.79374694824219], [136.6453094482422, 96.68281555175781], [136.6453094482422, 95.5718765258789], [135.5343780517578, 94.4609375], [135.5343780517578, 93.3499984741211], [134.42343139648438, 92.23905944824219], [134.42343139648438, 91.12812805175781], [124.42500305175781, 81.12968444824219], [124.42500305175781, 77.796875]]"
688,UG3DQUERUNTERZUG.SGY,inline,60,2,"[510.8440246582031, 10.621254920959473, 554.0028686523438, 44.21236801147461]","[[522.140625, 11.140625], [522.140625, 15.584375381469727], [519.9187622070312, 17.806249618530273], [519.9187622070312, 18.91718864440918], [516.5859375, 22.25], [516.5859375, 23.360937118530273], [514.3640747070312, 25.582813262939453], [514.3640747070312, 27.8046875], [512.1422119140625, 30.02656364440918], [508.80938720703125, 30.02656364440918], [508.80938720703125, 45.579689025878906], [513.2531127929688, 45.579689025878906], [513.2531127929688, 41.13593673706055], [514.3640747070312, 40.025001525878906], [514.3640747070312, 38.9140625], [515.4749755859375, 37.803123474121094], [516.5859375, 37.803123474121094], [516.5859375, 36.69218826293945], [519.9187622070312, 33.359375], [519.9187622070312, 32.248435974121094], [522.140625, 30.02656364440918], [522.140625, 28.915624618530273], [527.6953125, 23.360937118530273], [528.8062744140625, 23.360937118530273], [529.9171752929688, 22.25], [535.4718627929688, 22.25], [536.5828247070312, 23.360937118530273], [537.6937255859375, 23.360937118530273], [545.4703369140625, 31.137500762939453], [545.4703369140625, 32.248435974121094], [548.8031005859375, 35.58124923706055], [548.8031005859375, 36.69218826293945], [549.9140625, 36.69218826293945], [552.1359252929688, 38.9140625], [552.1359252929688, 40.025001525878906], [556.5797119140625, 40.025001525878906], [556.5797119140625, 28.915624618530273], [553.2468872070312, 28.915624618530273], [549.9140625, 25.582813262939453], [549.9140625, 23.360937118530273], [548.8031005859375, 22.25], [548.8031005859375, 21.139062881469727], [547.6921997070312, 20.028125762939453], [547.6921997070312, 18.91718864440918], [543.2484130859375, 14.473437309265137], [543.2484130859375, 11.140625]]"
