,filename,cut_type,cut_number,bbox_number,bbox_data,polygon_data
169,UG3DQUERUNTERZUG.SGY,inline,21,9,"[631.7288208007812, 51.127586364746094, 706.833984375, 95.78746032714844]","[[654.3421630859375, 51.134376525878906], [654.3421630859375, 55.578125], [645.4547119140625, 64.46562194824219], [645.4547119140625, 65.5765609741211], [637.6781005859375, 73.3531265258789], [637.6781005859375, 74.46406555175781], [636.5671997070312, 75.57499694824219], [633.234375, 75.57499694824219], [633.234375, 88.90625], [637.6781005859375, 88.90625], [638.7890625, 87.7953109741211], [639.9000244140625, 87.7953109741211], [641.0109252929688, 86.68437194824219], [642.1218872070312, 86.68437194824219], [647.6765747070312, 81.12968444824219], [647.6765747070312, 80.01875305175781], [659.8968505859375, 67.7984390258789], [661.0078125, 67.7984390258789], [662.1187744140625, 66.6875], [668.7843627929688, 66.6875], [669.8953247070312, 67.7984390258789], [672.1171875, 67.7984390258789], [674.3390502929688, 70.02030944824219], [675.4500122070312, 70.02030944824219], [677.671875, 72.2421875], [678.7828369140625, 72.2421875], [686.5593872070312, 80.01875305175781], [686.5593872070312, 81.12968444824219], [689.8922119140625, 84.4625015258789], [689.8922119140625, 85.57344055175781], [691.0031127929688, 86.68437194824219], [692.1140747070312, 86.68437194824219], [693.2249755859375, 87.7953109741211], [694.3359375, 87.7953109741211], [696.5578002929688, 90.0171890258789], [697.6687622070312, 90.0171890258789], [698.7796630859375, 91.12812805175781], [699.890625, 91.12812805175781], [701.0015869140625, 92.23905944824219], [702.1124877929688, 92.23905944824219], [703.2234497070312, 93.3499984741211], [703.2234497070312, 92.23905944824219], [704.3343505859375, 91.12812805175781], [704.3343505859375, 90.0171890258789], [703.2234497070312, 88.90625], [703.2234497070312, 86.68437194824219], [701.0015869140625, 84.4625015258789], [701.0015869140625, 82.2406234741211], [699.890625, 81.12968444824219], [699.890625, 80.01875305175781], [698.7796630859375, 78.9078140258789], [698.7796630859375, 77.796875], [697.6687622070312, 76.6859359741211], [697.6687622070312, 75.57499694824219], [696.5578002929688, 74.46406555175781], [696.5578002929688, 73.3531265258789], [694.3359375, 71.1312484741211], [694.3359375, 70.02030944824219], [691.0031127929688, 66.6875], [691.0031127929688, 65.5765609741211], [687.6702880859375, 62.243751525878906], [686.5593872070312, 62.243751525878906], [682.1156005859375, 57.79999923706055], [682.1156005859375, 56.689064025878906], [681.0046997070312, 56.689064025878906], [679.8937377929688, 55.578125], [679.8937377929688, 51.134376525878906]]"
170,UG3DQUERUNTERZUG.SGY,inline,21,4,"[516.0653076171875, 61.32133865356445, 595.6663208007812, 103.8895263671875]","[[591.0187377929688, 67.7984390258789], [593.2406005859375, 67.7984390258789], [594.3515625, 66.6875], [595.4625244140625, 66.6875], [596.5734252929688, 65.5765609741211], [601.0172119140625, 65.5765609741211], [601.0172119140625, 60.02187728881836], [591.0187377929688, 60.02187728881836], [591.0187377929688, 67.7984390258789], [582.1312255859375, 74.46406555175781], [579.9093627929688, 72.2421875], [578.7984619140625, 72.2421875], [577.6875, 71.1312484741211], [574.3546752929688, 71.1312484741211], [573.2437744140625, 70.02030944824219], [572.1328125, 70.02030944824219], [567.6890869140625, 65.5765609741211], [567.6890869140625, 60.02187728881836], [542.1375122070312, 60.02187728881836], [542.1375122070312, 64.46562194824219], [533.25, 73.3531265258789], [533.25, 74.46406555175781], [529.9171752929688, 77.796875], [529.9171752929688, 78.9078140258789], [528.8062744140625, 80.01875305175781], [527.6953125, 80.01875305175781], [526.5843505859375, 81.12968444824219], [525.4734497070312, 81.12968444824219], [525.4734497070312, 83.3515625], [527.6953125, 85.57344055175781], [527.6953125, 86.68437194824219], [528.8062744140625, 86.68437194824219], [529.9171752929688, 87.7953109741211], [532.1390380859375, 85.57344055175781], [532.1390380859375, 84.4625015258789], [533.25, 83.3515625], [534.3609619140625, 83.3515625], [535.4718627929688, 82.2406234741211], [535.4718627929688, 81.12968444824219], [536.5828247070312, 80.01875305175781], [537.6937255859375, 80.01875305175781], [538.8046875, 78.9078140258789], [539.9156494140625, 78.9078140258789], [542.1375122070312, 76.6859359741211], [543.2484130859375, 76.6859359741211], [544.359375, 75.57499694824219], [546.5812377929688, 75.57499694824219], [547.6921997070312, 74.46406555175781], [552.1359252929688, 74.46406555175781], [553.2468872070312, 73.3531265258789], [559.9124755859375, 73.3531265258789], [561.0234375, 74.46406555175781], [564.3562622070312, 74.46406555175781], [565.4671630859375, 75.57499694824219], [566.578125, 75.57499694824219], [567.6890869140625, 76.6859359741211], [568.7999877929688, 76.6859359741211], [574.3546752929688, 82.2406234741211], [575.4656372070312, 82.2406234741211], [578.7984619140625, 85.57344055175781], [579.9093627929688, 85.57344055175781], [581.0203247070312, 86.68437194824219], [582.1312255859375, 86.68437194824219], [584.3531494140625, 88.90625], [586.5750122070312, 88.90625], [587.6859130859375, 90.0171890258789], [587.6859130859375, 88.90625], [586.5750122070312, 87.7953109741211], [586.5750122070312, 86.68437194824219], [585.4640502929688, 85.57344055175781], [585.4640502929688, 81.12968444824219], [584.3531494140625, 80.01875305175781], [584.3531494140625, 77.796875], [582.1312255859375, 75.57499694824219], [582.1312255859375, 74.46406555175781]]"
171,UG3DQUERUNTERZUG.SGY,inline,21,3,"[459.29833984375, 12.043956756591797, 500.2111511230469, 44.50733184814453]","[[472.1484375, 11.140625], [472.1484375, 14.473437309265137], [469.92657470703125, 16.6953125], [469.92657470703125, 17.806249618530273], [465.4828186035156, 22.25], [465.4828186035156, 23.360937118530273], [463.26092529296875, 25.582813262939453], [459.9281311035156, 25.582813262939453], [459.9281311035156, 38.9140625], [463.26092529296875, 38.9140625], [465.4828186035156, 36.69218826293945], [465.4828186035156, 35.58124923706055], [471.0375061035156, 30.02656364440918], [471.0375061035156, 28.915624618530273], [473.2593688964844, 26.693750381469727], [474.37030029296875, 26.693750381469727], [477.703125, 23.360937118530273], [478.8140563964844, 23.360937118530273], [479.92498779296875, 22.25], [482.1468811035156, 22.25], [483.2578125, 23.360937118530273], [484.3687438964844, 23.360937118530273], [485.47967529296875, 24.47187614440918], [486.59063720703125, 24.47187614440918], [491.03436279296875, 28.915624618530273], [491.03436279296875, 30.02656364440918], [494.3671875, 33.359375], [494.3671875, 34.470314025878906], [495.4781188964844, 35.58124923706055], [496.58905029296875, 35.58124923706055], [498.8109436035156, 37.803123474121094], [498.8109436035156, 38.9140625], [503.25469970703125, 38.9140625], [503.25469970703125, 30.02656364440918], [499.921875, 30.02656364440918], [497.70001220703125, 27.8046875], [497.70001220703125, 26.693750381469727], [496.58905029296875, 25.582813262939453], [496.58905029296875, 23.360937118530273], [494.3671875, 21.139062881469727], [494.3671875, 20.028125762939453], [489.9234313964844, 15.584375381469727], [489.9234313964844, 11.140625]]"
172,UG3DQUERUNTERZUG.SGY,inline,21,5,"[400.50408935546875, 9.686066627502441, 445.0835876464844, 49.06211853027344]","[[412.1578063964844, 11.140625], [412.1578063964844, 14.473437309265137], [408.82501220703125, 17.806249618530273], [408.82501220703125, 18.91718864440918], [407.71405029296875, 20.028125762939453], [407.71405029296875, 21.139062881469727], [405.4921875, 23.360937118530273], [402.15936279296875, 23.360937118530273], [402.15936279296875, 38.9140625], [405.4921875, 38.9140625], [406.6031188964844, 37.803123474121094], [406.6031188964844, 36.69218826293945], [409.9359436035156, 33.359375], [409.9359436035156, 32.248435974121094], [412.1578063964844, 30.02656364440918], [412.1578063964844, 28.915624618530273], [418.82342529296875, 22.25], [424.37811279296875, 22.25], [425.48907470703125, 23.360937118530273], [426.6000061035156, 23.360937118530273], [431.04376220703125, 27.8046875], [431.04376220703125, 28.915624618530273], [434.3765563964844, 32.248435974121094], [434.3765563964844, 33.359375], [436.59844970703125, 35.58124923706055], [436.59844970703125, 36.69218826293945], [439.9312438964844, 40.025001525878906], [439.9312438964844, 41.13593673706055], [441.04217529296875, 42.24687576293945], [441.04217529296875, 43.35781478881836], [442.15313720703125, 44.46875], [444.375, 44.46875], [445.4859313964844, 43.35781478881836], [449.9296875, 43.35781478881836], [449.9296875, 42.24687576293945], [446.59686279296875, 42.24687576293945], [444.375, 40.025001525878906], [444.375, 36.69218826293945], [443.2640686035156, 35.58124923706055], [443.2640686035156, 33.359375], [442.15313720703125, 32.248435974121094], [442.15313720703125, 31.137500762939453], [441.04217529296875, 30.02656364440918], [441.04217529296875, 28.915624618530273], [439.9312438964844, 27.8046875], [439.9312438964844, 25.582813262939453], [438.8203125, 24.47187614440918], [438.8203125, 23.360937118530273], [436.59844970703125, 21.139062881469727], [436.59844970703125, 20.028125762939453], [434.3765563964844, 17.806249618530273], [434.3765563964844, 16.6953125], [433.265625, 16.6953125], [432.1546936035156, 15.584375381469727], [432.1546936035156, 11.140625]]"
173,UG3DQUERUNTERZUG.SGY,inline,21,6,"[573.0919799804688, 54.58134841918945, 640.093505859375, 100.19487762451172]","[[589.9078369140625, 55.578125], [589.9078369140625, 60.02187728881836], [585.4640502929688, 64.46562194824219], [585.4640502929688, 65.5765609741211], [584.3531494140625, 66.6875], [584.3531494140625, 67.7984390258789], [583.2421875, 68.90937805175781], [583.2421875, 70.02030944824219], [581.0203247070312, 72.2421875], [581.0203247070312, 75.57499694824219], [579.9093627929688, 76.6859359741211], [579.9093627929688, 80.01875305175781], [578.7984619140625, 81.12968444824219], [578.7984619140625, 82.2406234741211], [581.0203247070312, 80.01875305175781], [583.2421875, 80.01875305175781], [587.6859130859375, 75.57499694824219], [588.796875, 75.57499694824219], [591.0187377929688, 73.3531265258789], [592.1296997070312, 73.3531265258789], [594.3515625, 71.1312484741211], [596.5734252929688, 71.1312484741211], [597.6843872070312, 70.02030944824219], [599.90625, 70.02030944824219], [601.0172119140625, 71.1312484741211], [606.5718994140625, 71.1312484741211], [607.6828002929688, 72.2421875], [609.9046630859375, 72.2421875], [612.1265869140625, 74.46406555175781], [613.2374877929688, 74.46406555175781], [616.5703125, 77.796875], [617.6812744140625, 77.796875], [622.125, 82.2406234741211], [623.2359619140625, 82.2406234741211], [628.7906494140625, 87.7953109741211], [629.9015502929688, 87.7953109741211], [636.5671997070312, 94.4609375], [636.5671997070312, 95.5718765258789], [638.7890625, 95.5718765258789], [639.9000244140625, 94.4609375], [639.9000244140625, 91.12812805175781], [638.7890625, 90.0171890258789], [638.7890625, 87.7953109741211], [637.6781005859375, 86.68437194824219], [637.6781005859375, 85.57344055175781], [635.4562377929688, 83.3515625], [635.4562377929688, 82.2406234741211], [634.3453369140625, 81.12968444824219], [634.3453369140625, 80.01875305175781], [633.234375, 78.9078140258789], [633.234375, 77.796875], [632.1234130859375, 76.6859359741211], [632.1234130859375, 75.57499694824219], [626.5687255859375, 70.02030944824219], [625.4578247070312, 70.02030944824219], [614.3484497070312, 58.91093826293945], [614.3484497070312, 55.578125]]"
174,UG3DQUERUNTERZUG.SGY,inline,22,8,"[678.7890625, 11.361205101013184, 710.3118896484375, 43.17301559448242]","[[691.0031127929688, 11.140625], [691.0031127929688, 15.584375381469727], [684.3375244140625, 22.25], [684.3375244140625, 23.360937118530273], [683.2265625, 24.47187614440918], [683.2265625, 25.582813262939453], [681.0046997070312, 27.8046875], [677.671875, 27.8046875], [677.671875, 45.579689025878906], [681.0046997070312, 45.579689025878906], [681.0046997070312, 41.13593673706055], [683.2265625, 38.9140625], [683.2265625, 37.803123474121094], [685.4484252929688, 35.58124923706055], [685.4484252929688, 34.470314025878906], [686.5593872070312, 33.359375], [686.5593872070312, 32.248435974121094], [693.2249755859375, 25.582813262939453], [693.2249755859375, 24.47187614440918], [694.3359375, 23.360937118530273], [695.4468994140625, 23.360937118530273], [696.5578002929688, 22.25], [702.1124877929688, 22.25], [703.2234497070312, 23.360937118530273], [704.3343505859375, 23.360937118530273], [707.6671752929688, 26.693750381469727], [709.8890380859375, 26.693750381469727], [709.8890380859375, 11.140625]]"
175,UG3DQUERUNTERZUG.SGY,inline,22,5,"[400.6042175292969, 9.673234939575195, 444.0815734863281, 47.53396987915039]","[[411.046875, 11.140625], [411.046875, 15.584375381469727], [407.71405029296875, 18.91718864440918], [407.71405029296875, 20.028125762939453], [405.4921875, 22.25], [402.15936279296875, 22.25], [402.15936279296875, 37.803123474121094], [405.4921875, 37.803123474121094], [406.6031188964844, 36.69218826293945], [406.6031188964844, 35.58124923706055], [409.9359436035156, 32.248435974121094], [409.9359436035156, 31.137500762939453], [418.82342529296875, 22.25], [424.37811279296875, 22.25], [425.48907470703125, 23.360937118530273], [426.6000061035156, 23.360937118530273], [431.04376220703125, 27.8046875], [431.04376220703125, 28.915624618530273], [433.265625, 31.137500762939453], [433.265625, 32.248435974121094], [435.48748779296875, 34.470314025878906], [435.48748779296875, 35.58124923706055], [437.7093811035156, 37.803123474121094], [437.7093811035156, 38.9140625], [441.04217529296875, 42.24687576293945], [441.04217529296875, 43.35781478881836], [442.15313720703125, 44.46875], [445.4859313964844, 44.46875], [445.4859313964844, 31.137500762939453], [442.15313720703125, 31.137500762939453], [439.9312438964844, 28.915624618530273], [439.9312438964844, 27.8046875], [438.8203125, 26.693750381469727], [438.8203125, 25.582813262939453], [437.7093811035156, 24.47187614440918], [437.7093811035156, 23.360937118530273], [436.59844970703125, 22.25], [436.59844970703125, 20.028125762939453], [434.3765563964844, 17.806249618530273], [434.3765563964844, 16.6953125], [432.1546936035156, 14.473437309265137], [432.1546936035156, 11.140625]]"
176,UG3DQUERUNTERZUG.SGY,inline,22,2,"[509.0506896972656, 11.322538375854492, 550.20654296875, 45.609275817871094]","[[519.9187622070312, 11.140625], [519.9187622070312, 15.584375381469727], [517.6968994140625, 17.806249618530273], [517.6968994140625, 18.91718864440918], [512.1422119140625, 24.47187614440918], [508.80938720703125, 24.47187614440918], [508.80938720703125, 38.9140625], [513.2531127929688, 38.9140625], [513.2531127929688, 37.803123474121094], [516.5859375, 34.470314025878906], [516.5859375, 33.359375], [517.6968994140625, 32.248435974121094], [517.6968994140625, 31.137500762939453], [522.140625, 26.693750381469727], [522.140625, 25.582813262939453], [525.4734497070312, 22.25], [526.5843505859375, 22.25], [527.6953125, 21.139062881469727], [531.0281372070312, 21.139062881469727], [533.25, 23.360937118530273], [534.3609619140625, 23.360937118530273], [538.8046875, 27.8046875], [538.8046875, 28.915624618530273], [542.1375122070312, 32.248435974121094], [542.1375122070312, 33.359375], [544.359375, 35.58124923706055], [544.359375, 36.69218826293945], [547.6921997070312, 40.025001525878906], [547.6921997070312, 41.13593673706055], [548.8031005859375, 42.24687576293945], [552.1359252929688, 42.24687576293945], [552.1359252929688, 31.137500762939453], [548.8031005859375, 31.137500762939453], [546.5812377929688, 28.915624618530273], [546.5812377929688, 27.8046875], [545.4703369140625, 26.693750381469727], [545.4703369140625, 24.47187614440918], [544.359375, 23.360937118530273], [544.359375, 22.25], [543.2484130859375, 21.139062881469727], [543.2484130859375, 20.028125762939453], [539.9156494140625, 16.6953125], [539.9156494140625, 15.584375381469727], [538.8046875, 14.473437309265137], [538.8046875, 11.140625]]"
177,UG3DQUERUNTERZUG.SGY,inline,22,4,"[517.6575317382812, 59.34326171875, 596.7154541015625, 103.28794860839844]","[[541.0265502929688, 60.02187728881836], [541.0265502929688, 64.46562194824219], [536.5828247070312, 68.90937805175781], [536.5828247070312, 70.02030944824219], [533.25, 73.3531265258789], [533.25, 74.46406555175781], [531.0281372070312, 76.6859359741211], [531.0281372070312, 77.796875], [529.9171752929688, 78.9078140258789], [529.9171752929688, 80.01875305175781], [526.5843505859375, 83.3515625], [526.5843505859375, 84.4625015258789], [524.3624877929688, 86.68437194824219], [524.3624877929688, 87.7953109741211], [523.2515869140625, 88.90625], [522.140625, 88.90625], [521.0296630859375, 90.0171890258789], [517.6968994140625, 90.0171890258789], [517.6968994140625, 97.79374694824219], [522.140625, 97.79374694824219], [527.6953125, 92.23905944824219], [528.8062744140625, 92.23905944824219], [535.4718627929688, 85.57344055175781], [535.4718627929688, 84.4625015258789], [539.9156494140625, 80.01875305175781], [541.0265502929688, 80.01875305175781], [544.359375, 76.6859359741211], [545.4703369140625, 76.6859359741211], [546.5812377929688, 75.57499694824219], [547.6921997070312, 75.57499694824219], [548.8031005859375, 74.46406555175781], [549.9140625, 74.46406555175781], [551.0250244140625, 73.3531265258789], [553.2468872070312, 73.3531265258789], [554.3577880859375, 72.2421875], [561.0234375, 72.2421875], [562.1343994140625, 73.3531265258789], [565.4671630859375, 73.3531265258789], [566.578125, 74.46406555175781], [567.6890869140625, 74.46406555175781], [568.7999877929688, 75.57499694824219], [569.9109497070312, 75.57499694824219], [574.3546752929688, 80.01875305175781], [575.4656372070312, 80.01875305175781], [576.5765380859375, 81.12968444824219], [577.6875, 81.12968444824219], [581.0203247070312, 84.4625015258789], [581.0203247070312, 85.57344055175781], [584.3531494140625, 88.90625], [585.4640502929688, 88.90625], [586.5750122070312, 90.0171890258789], [587.6859130859375, 90.0171890258789], [587.6859130859375, 85.57344055175781], [586.5750122070312, 84.4625015258789], [586.5750122070312, 83.3515625], [585.4640502929688, 82.2406234741211], [585.4640502929688, 81.12968444824219], [584.3531494140625, 80.01875305175781], [584.3531494140625, 78.9078140258789], [583.2421875, 77.796875], [583.2421875, 76.6859359741211], [579.9093627929688, 73.3531265258789], [579.9093627929688, 72.2421875], [578.7984619140625, 71.1312484741211], [577.6875, 71.1312484741211], [576.5765380859375, 70.02030944824219], [575.4656372070312, 70.02030944824219], [574.3546752929688, 68.90937805175781], [569.9109497070312, 68.90937805175781], [568.7999877929688, 67.7984390258789], [568.7999877929688, 66.6875], [566.578125, 64.46562194824219], [566.578125, 60.02187728881836]]"
178,UG3DQUERUNTERZUG.SGY,inline,22,0,"[560.31494140625, 13.155267715454102, 605.2643432617188, 49.845863342285156]","[[576.5765380859375, 11.140625], [576.5765380859375, 14.473437309265137], [568.7999877929688, 22.25], [568.7999877929688, 23.360937118530273], [567.6890869140625, 24.47187614440918], [567.6890869140625, 25.582813262939453], [566.578125, 26.693750381469727], [562.1343994140625, 26.693750381469727], [562.1343994140625, 41.13593673706055], [566.578125, 41.13593673706055], [566.578125, 40.025001525878906], [569.9109497070312, 36.69218826293945], [569.9109497070312, 35.58124923706055], [574.3546752929688, 31.137500762939453], [574.3546752929688, 30.02656364440918], [577.6875, 26.693750381469727], [578.7984619140625, 26.693750381469727], [579.9093627929688, 25.582813262939453], [581.0203247070312, 25.582813262939453], [582.1312255859375, 24.47187614440918], [583.2421875, 24.47187614440918], [584.3531494140625, 23.360937118530273], [585.4640502929688, 24.47187614440918], [586.5750122070312, 24.47187614440918], [587.6859130859375, 25.582813262939453], [588.796875, 25.582813262939453], [597.6843872070312, 34.470314025878906], [597.6843872070312, 35.58124923706055], [602.1281127929688, 40.025001525878906], [603.2390747070312, 40.025001525878906], [604.3499755859375, 38.9140625], [604.3499755859375, 33.359375], [603.2390747070312, 32.248435974121094], [603.2390747070312, 30.02656364440918], [602.1281127929688, 28.915624618530273], [602.1281127929688, 27.8046875], [601.0172119140625, 26.693750381469727], [601.0172119140625, 25.582813262939453], [598.7952880859375, 23.360937118530273], [598.7952880859375, 22.25], [596.5734252929688, 20.028125762939453], [596.5734252929688, 18.91718864440918], [592.1296997070312, 14.473437309265137], [592.1296997070312, 11.140625]]"
179,UG3DQUERUNTERZUG.SGY,inline,22,9,"[625.7636108398438, 50.53057098388672, 704.8978271484375, 101.63945770263672]","[[653.2312622070312, 51.134376525878906], [653.2312622070312, 54.46718978881836], [651.0093994140625, 56.689064025878906], [651.0093994140625, 57.79999923706055], [644.34375, 64.46562194824219], [643.2327880859375, 64.46562194824219], [642.1218872070312, 65.5765609741211], [642.1218872070312, 66.6875], [633.234375, 75.57499694824219], [633.234375, 76.6859359741211], [629.9015502929688, 80.01875305175781], [629.9015502929688, 81.12968444824219], [627.6796875, 83.3515625], [624.3468627929688, 83.3515625], [624.3468627929688, 103.34843444824219], [629.9015502929688, 103.34843444824219], [629.9015502929688, 98.9046859741211], [634.3453369140625, 94.4609375], [634.3453369140625, 93.3499984741211], [636.5671997070312, 91.12812805175781], [636.5671997070312, 90.0171890258789], [655.453125, 71.1312484741211], [656.5640869140625, 71.1312484741211], [658.7859497070312, 68.90937805175781], [659.8968505859375, 68.90937805175781], [661.0078125, 67.7984390258789], [662.1187744140625, 67.7984390258789], [663.2296752929688, 66.6875], [668.7843627929688, 66.6875], [669.8953247070312, 67.7984390258789], [672.1171875, 67.7984390258789], [673.2281494140625, 68.90937805175781], [674.3390502929688, 68.90937805175781], [677.671875, 72.2421875], [678.7828369140625, 72.2421875], [687.6702880859375, 81.12968444824219], [687.6702880859375, 82.2406234741211], [689.8922119140625, 84.4625015258789], [689.8922119140625, 85.57344055175781], [691.0031127929688, 86.68437194824219], [692.1140747070312, 86.68437194824219], [695.4468994140625, 90.0171890258789], [696.5578002929688, 90.0171890258789], [698.7796630859375, 92.23905944824219], [699.890625, 92.23905944824219], [702.1124877929688, 90.0171890258789], [702.1124877929688, 85.57344055175781], [701.0015869140625, 84.4625015258789], [701.0015869140625, 83.3515625], [699.890625, 82.2406234741211], [699.890625, 81.12968444824219], [698.7796630859375, 80.01875305175781], [698.7796630859375, 78.9078140258789], [697.6687622070312, 77.796875], [697.6687622070312, 75.57499694824219], [695.4468994140625, 73.3531265258789], [695.4468994140625, 72.2421875], [693.2249755859375, 70.02030944824219], [693.2249755859375, 68.90937805175781], [678.7828369140625, 54.46718978881836], [678.7828369140625, 51.134376525878906]]"
180,UG3DQUERUNTERZUG.SGY,inline,22,12,"[617.3466796875, 15.06775951385498, 653.8319091796875, 42.005882263183594]","[[623.2359619140625, 15.584375381469727], [623.2359619140625, 20.028125762939453], [618.7921752929688, 24.47187614440918], [615.4593505859375, 24.47187614440918], [615.4593505859375, 33.359375], [619.9031372070312, 33.359375], [626.5687255859375, 26.693750381469727], [627.6796875, 26.693750381469727], [629.9015502929688, 24.47187614440918], [631.0125122070312, 24.47187614440918], [632.1234130859375, 23.360937118530273], [634.3453369140625, 23.360937118530273], [635.4562377929688, 24.47187614440918], [637.6781005859375, 24.47187614440918], [645.4547119140625, 32.248435974121094], [645.4547119140625, 33.359375], [647.6765747070312, 35.58124923706055], [648.7874755859375, 35.58124923706055], [654.3421630859375, 41.13593673706055], [654.3421630859375, 45.579689025878906], [658.7859497070312, 45.579689025878906], [658.7859497070312, 33.359375], [655.453125, 33.359375], [653.2312622070312, 31.137500762939453], [653.2312622070312, 30.02656364440918], [651.0093994140625, 27.8046875], [651.0093994140625, 26.693750381469727], [648.7874755859375, 24.47187614440918], [648.7874755859375, 23.360937118530273], [646.5656127929688, 21.139062881469727], [646.5656127929688, 20.028125762939453], [645.4547119140625, 18.91718864440918], [645.4547119140625, 15.584375381469727]]"
181,UG3DQUERUNTERZUG.SGY,inline,22,11,"[247.55418395996094, 10.336366653442383, 283.7920837402344, 40.08012008666992]","[[256.6265563964844, 11.140625], [256.6265563964844, 15.584375381469727], [253.2937469482422, 18.91718864440918], [252.1828155517578, 18.91718864440918], [249.9609375, 21.139062881469727], [246.6281280517578, 21.139062881469727], [246.6281280517578, 32.248435974121094], [249.9609375, 32.248435974121094], [252.1828155517578, 30.02656364440918], [253.2937469482422, 30.02656364440918], [257.73748779296875, 25.582813262939453], [258.84844970703125, 25.582813262939453], [263.29217529296875, 21.139062881469727], [267.7359313964844, 21.139062881469727], [268.84686279296875, 22.25], [269.95782470703125, 22.25], [277.734375, 30.02656364440918], [278.8453063964844, 30.02656364440918], [281.06719970703125, 32.248435974121094], [285.51092529296875, 32.248435974121094], [285.51092529296875, 23.360937118530273], [282.1781311035156, 23.360937118530273], [279.95623779296875, 21.139062881469727], [279.95623779296875, 20.028125762939453], [277.734375, 17.806249618530273], [277.734375, 16.6953125], [276.6234436035156, 15.584375381469727], [276.6234436035156, 11.140625]]"
182,UG3DQUERUNTERZUG.SGY,inline,23,4,"[517.8613891601562, 56.1965446472168, 595.3618774414062, 103.11595916748047]","[[544.359375, 55.578125], [544.359375, 58.91093826293945], [534.3609619140625, 68.90937805175781], [534.3609619140625, 70.02030944824219], [532.1390380859375, 72.2421875], [532.1390380859375, 73.3531265258789], [529.9171752929688, 75.57499694824219], [529.9171752929688, 76.6859359741211], [528.8062744140625, 77.796875], [528.8062744140625, 78.9078140258789], [524.3624877929688, 83.3515625], [524.3624877929688, 84.4625015258789], [523.2515869140625, 85.57344055175781], [523.2515869140625, 87.7953109741211], [522.140625, 88.90625], [522.140625, 90.0171890258789], [521.0296630859375, 91.12812805175781], [517.6968994140625, 91.12812805175781], [517.6968994140625, 96.68281555175781], [522.140625, 96.68281555175781], [523.2515869140625, 95.5718765258789], [524.3624877929688, 95.5718765258789], [527.6953125, 92.23905944824219], [527.6953125, 91.12812805175781], [531.0281372070312, 87.7953109741211], [531.0281372070312, 86.68437194824219], [537.6937255859375, 80.01875305175781], [538.8046875, 80.01875305175781], [542.1375122070312, 76.6859359741211], [543.2484130859375, 76.6859359741211], [544.359375, 75.57499694824219], [545.4703369140625, 75.57499694824219], [546.5812377929688, 74.46406555175781], [547.6921997070312, 74.46406555175781], [548.8031005859375, 73.3531265258789], [551.0250244140625, 73.3531265258789], [552.1359252929688, 72.2421875], [554.3577880859375, 72.2421875], [555.46875, 71.1312484741211], [558.8015747070312, 71.1312484741211], [559.9124755859375, 72.2421875], [563.2453002929688, 72.2421875], [564.3562622070312, 73.3531265258789], [567.6890869140625, 73.3531265258789], [568.7999877929688, 74.46406555175781], [569.9109497070312, 74.46406555175781], [574.3546752929688, 78.9078140258789], [574.3546752929688, 80.01875305175781], [584.3531494140625, 90.0171890258789], [585.4640502929688, 90.0171890258789], [587.6859130859375, 92.23905944824219], [588.796875, 91.12812805175781], [588.796875, 85.57344055175781], [587.6859130859375, 84.4625015258789], [587.6859130859375, 83.3515625], [586.5750122070312, 82.2406234741211], [586.5750122070312, 81.12968444824219], [585.4640502929688, 80.01875305175781], [585.4640502929688, 78.9078140258789], [584.3531494140625, 77.796875], [584.3531494140625, 76.6859359741211], [578.7984619140625, 71.1312484741211], [577.6875, 71.1312484741211], [575.4656372070312, 68.90937805175781], [571.0218505859375, 68.90937805175781], [567.6890869140625, 65.5765609741211], [567.6890869140625, 64.46562194824219], [566.578125, 63.35468673706055], [566.578125, 62.243751525878906], [564.3562622070312, 60.02187728881836], [564.3562622070312, 55.578125]]"
